PP	verb	is.colloc	is.SVC	is.figur	freq	MI	Dice	z.score	t.score	chisq	chisq.corr	log.like	Fisher
von:Stadt	unterstützen	FALSE	FALSE	FALSE	52	1.18254	0.009683	26.289	6.7375	693	678	187.49	41.93
an+:Dienstag	unterzeichnen	FALSE	FALSE	FALSE	39	0.80813	0.004701	13.371	5.2736	179	174	79.86	18.46
an+:Donnerstag	unterzeichnen	FALSE	FALSE	FALSE	33	0.73	0.003933	10.833	4.6749	118	113	57.62	13.58
an+:Montag	unterzeichnen	FALSE	FALSE	FALSE	35	0.75033	0.004128	11.541	4.8648	134	129	63.83	14.95
an+:Dienstag	verabschieden	FALSE	FALSE	FALSE	56	0.55964	0.005632	10.324	5.4205	107	104	63.62	14.95
an+:Donnerstag	verabschieden	FALSE	FALSE	FALSE	77	0.69236	0.007672	15.518	6.9931	242	238	123.74	28.11
an+:Freitag	verabschieden	FALSE	FALSE	FALSE	54	0.51941	0.005212	9.322	5.1262	87	85	54.18	12.88
an+:Mittwoch	verabschieden	FALSE	FALSE	FALSE	54	0.5393	0.00539	9.723	5.2257	95	92	57.69	13.65
an+:Montag	verabschieden	FALSE	FALSE	FALSE	40	0.40271	0.003951	6.077	3.8224	37	36	25.98	6.63
gegen:Stimme	verabschieden	FALSE	FALSE	FALSE	38	2.12655	0.013354	70.78	6.1184	5015	4883	302.6	66.86
in:Ruhestand	verabschieden	TRUE	FALSE	TRUE	68	2.13298	0.023074	95.398	8.1855	9111	8977	544.02	119.41
in:Sitzung	verabschieden	FALSE	FALSE	FALSE	95	1.50799	0.023205	53.599	9.4442	2878	2846	480.31	105.66
mit:Mehrheit	verabschieden	FALSE	FALSE	FALSE	49	1.57442	0.014741	41.743	6.8135	1745	1708	262.19	58.16
mit:Stimme	verabschieden	FALSE	FALSE	FALSE	63	1.51814	0.017464	44.194	7.6965	1956	1924	321.07	71
von:CDU	verabschieden	FALSE	FALSE	FALSE	30	1.30326	0.008794	23.336	5.2048	545	526	123.77	27.99
von:SPD	verabschieden	FALSE	FALSE	FALSE	32	1.21696	0.008835	21.571	5.3136	466	451	119.89	27.16
in:Verfassung	verankern	FALSE	FALSE	FALSE	36	2.6242	0.053611	122.806	5.9857	15085	14668	367.29	80.91
auf:Mark	veranschlagen	FALSE	FALSE	FALSE	78	1.95484	0.029274	82.913	8.7338	6882	6793	555.29	121.9
mit:Mark	veranschlagen	FALSE	FALSE	FALSE	89	2.00962	0.033246	94.458	9.3417	8932	8831	657.05	144.02
ab:Uhr	veranstalten	FALSE	FALSE	FALSE	162	1.15108	0.021083	44.513	11.8291	1987	1974	563.67	123.86
an+:Dienstag	veranstalten	FALSE	FALSE	FALSE	95	0.6953	0.008964	17.325	7.7809	301	297	153.77	34.68
an+:Donnerstag	veranstalten	FALSE	FALSE	FALSE	70	0.55709	0.006548	11.483	6.0468	132	130	78.96	18.33
an+:Freitag	veranstalten	FALSE	FALSE	FALSE	111	0.73846	0.010076	20.152	8.6117	408	403	197.8	44.28
an+:Mittwoch	veranstalten	FALSE	FALSE	FALSE	89	0.66242	0.008338	15.826	7.3815	252	248	133.29	30.21
an+:Montag	veranstalten	FALSE	FALSE	FALSE	40	0.30884	0.003711	4.593	3.2186	21	20	16.27	4.46
an+:Samstag	veranstalten	FALSE	FALSE	FALSE	364	1.2455	0.032583	75.491	17.9947	5724	5707	1426.68	311.44
an+:Sonntag	veranstalten	FALSE	FALSE	FALSE	215	1.04962	0.020275	44.715	13.3549	2008	1998	656.04	143.97
an+:Wochenende	veranstalten	FALSE	FALSE	FALSE	36	0.62344	0.005455	9.372	4.5721	88	85	48.72	11.64
bis:Oktober	veranstalten	FALSE	FALSE	FALSE	30	1.36323	0.007777	25.173	5.2399	635	613	131.91	29.76
für:Kind	veranstalten	FALSE	FALSE	FALSE	45	0.76562	0.007166	13.418	5.5574	180	176	84.55	19.5
in+:Bürgerhaus	veranstalten	FALSE	FALSE	FALSE	94	1.24206	0.017412	38.192	9.1401	1462	1445	363.56	80.3
in+:Jahr	veranstalten	FALSE	FALSE	FALSE	35	0.19254	0.002955	2.644	2.1187	7	6	6	2.08
in:Frankfurt	veranstalten	FALSE	FALSE	FALSE	35	0.32688	0.00365	4.559	3.129	21	20	15.74	4.33
in:Jahr	veranstalten	FALSE	FALSE	FALSE	53	0.2808	0.003829	4.79	3.4665	23	22	18.19	4.91
in:Zusammenarbeit	veranstalten	FALSE	FALSE	FALSE	34	1.3017	0.008484	24.794	5.5399	616	597	140.19	31.58
um:Uhr	veranstalten	FALSE	FALSE	FALSE	254	0.86436	0.015426	37.22	13.7594	1394	1388	581.58	127.82
unter:Motto	veranstalten	FALSE	FALSE	FALSE	58	1.24136	0.012547	29.973	7.1789	900	884	223.87	49.86
von:Uhr	veranstalten	FALSE	FALSE	FALSE	159	1.09195	0.019338	40.741	11.5892	1665	1654	512.7	112.79
zu+:Mal	veranstalten	FALSE	FALSE	FALSE	48	0.87462	0.008298	16.433	6.0035	271	264	110.76	25.23
zu+:Thema	veranstalten	FALSE	FALSE	FALSE	66	1.18012	0.013168	29.523	7.5874	873	859	237.14	52.77
vor:Gericht	verantworten	FALSE	FALSE	FALSE	62	2.03135	0.035632	80.874	7.8008	6545	6439	461.68	101.53
vor:Landgericht	verantworten	FALSE	FALSE	FALSE	38	2.56583	0.042293	117.93	6.1477	13912	13548	378.29	83.3
auf:Platz	verbessern	FALSE	FALSE	FALSE	50	1.11122	0.011211	23.448	6.5237	551	539	164.58	36.95
auf:Rang	verbessern	FALSE	FALSE	FALSE	65	1.65994	0.02241	53.311	7.8858	2845	2801	373	82.28
in:Jahr	verbessern	FALSE	FALSE	FALSE	35	0.32801	0.002807	4.575	3.1362	21	20	15.86	4.36
in+:Jahr	verdienen	FALSE	FALSE	FALSE	42	0.48479	0.003985	7.616	4.3583	58	56	37.52	9.19
auf:Mark	verdoppeln	FALSE	FALSE	FALSE	38	1.65156	0.014318	40.353	6.0269	1630	1586	216.43	48.17
in:Jahr	verdoppeln	FALSE	FALSE	FALSE	51	1.09237	0.004646	23.087	6.5641	535	524	165.15	37.07
nach:Vereinbarung	vereinen	FALSE	FALSE	FALSE	84	2.78431	0.099115	225.725	9.1501	50969	50363	926.96	202.6
bis:Uhr	vereinzeln	FALSE	FALSE	FALSE	57	2.53961	0.049522	140.116	7.528	19641	19297	562.2	123.32
für:Kunst	vereinzeln	FALSE	FALSE	FALSE	55	2.85576	0.083714	198.362	7.4059	39358	38644	624.01	136.73
in:Deutschland	verfolgen	FALSE	FALSE	FALSE	31	0.5811	0.004411	8.018	4.107	64	62	37.4	9.14
mit:Interesse	verfolgen	FALSE	FALSE	FALSE	31	2.05668	0.013717	58.911	5.5189	3474	3361	235.34	52.22
in+:Parlament	verfügen	FALSE	FALSE	FALSE	36	1.12883	0.009174	20.371	5.554	416	403	121.14	27.45
von:Mark	verfügen	FALSE	FALSE	FALSE	30	0.28867	0.002976	3.708	2.6596	14	13	10.8	3.2
über:Mehrheit	verfügen	FALSE	FALSE	FALSE	68	2.74528	0.025265	194.138	8.2314	37730	37176	774.8	169.37
über:Prozent	verfügen	FALSE	FALSE	FALSE	32	1.51253	0.010299	31.282	5.4831	980	948	162.07	36.32
über:Sitz	verfügen	FALSE	FALSE	FALSE	48	2.67466	0.0179	150.326	6.9135	22622	22152	524.48	114.98
in:Jahr	vergeben	FALSE	FALSE	FALSE	38	0.39171	0.003078	5.75	3.663	33	32	23.55	6.09
in:Minute	vergeben	FALSE	FALSE	FALSE	34	1.06379	0.008798	18.131	5.3275	329	319	104.94	23.91
von:Mark	vergeben	FALSE	FALSE	FALSE	56	0.70826	0.00601	13.602	6.0183	186	182	93.26	21.43
in:Minute	verhindern	FALSE	FALSE	FALSE	31	0.77464	0.005835	11.301	4.6323	128	123	59.27	13.94
an+:Samstag	verkaufen	FALSE	FALSE	FALSE	44	0.30664	0.00388	4.781	3.3592	23	22	17.67	4.78
an:Investor	verkaufen	FALSE	FALSE	FALSE	32	2.33641	0.008917	82.942	5.6308	6889	6675	291.47	64.36
an:Stadt	verkaufen	FALSE	FALSE	FALSE	31	1.6286	0.008163	35.452	5.4368	1259	1218	173.87	38.88
für:Mark	verkaufen	FALSE	FALSE	FALSE	146	1.40739	0.026123	58.686	11.6101	3452	3427	673.36	147.67
in+:Jahr	verkaufen	FALSE	FALSE	FALSE	59	0.39812	0.004911	7.291	4.61	53	52	37.6	9.24
in+:Nennwert	verkaufen	FALSE	FALSE	FALSE	34	2.22668	0.009424	75.248	5.7964	5670	5504	289.8	64.03
in:Deutschland	verkaufen	FALSE	FALSE	FALSE	33	0.38098	0.003897	5.203	3.3552	27	26	19.44	5.16
in:Jahr	verkaufen	FALSE	FALSE	FALSE	33	0.05383	0.002355	0.713	0.6697	1	0	0.49	0.58
von:Mark	verkaufen	FALSE	FALSE	FALSE	90	0.63771	0.008194	15.216	7.302	233	229	126.77	28.79
von:Uhr	verkaufen	FALSE	FALSE	FALSE	44	0.5128	0.005244	8.295	4.5966	69	67	43.16	10.44
von:Mark	verlangen	FALSE	FALSE	FALSE	57	0.37767	0.004946	6.774	4.3856	46	45	33.12	8.24
aus:Gründen	verlassen	FALSE	FALSE	FALSE	38	0.87683	0.007198	14.67	5.3458	216	209	87.98	20.23
aus:Protest	verlassen	FALSE	FALSE	FALSE	37	1.80918	0.010276	48.073	5.9884	2314	2251	238.79	53.01
gegen:Uhr	verlassen	FALSE	FALSE	FALSE	52	0.93922	0.009236	18.817	6.3817	355	347	133.66	30.23
in:Richtung	verlassen	FALSE	FALSE	FALSE	69	0.98644	0.011392	23.193	7.4496	539	531	190.98	42.74
nach:Angabe	verlassen	FALSE	FALSE	FALSE	37	0.40468	0.004179	5.875	3.6871	35	33	24.22	6.24
nach:Jahr	verlassen	FALSE	FALSE	FALSE	33	0.94884	0.006906	15.2	5.0983	231	224	86.06	19.79
um:Uhr	verlassen	FALSE	FALSE	FALSE	49	0.1474	0.002973	2.387	2.0147	6	5	5.09	1.87
vor:Jahr	verlassen	FALSE	FALSE	FALSE	30	0.31707	0.003405	4.088	2.8379	17	16	12.78	3.65
in+:Sand	verlaufen	TRUE	FALSE	TRUE	34	2.63604	0.024745	120.991	5.8175	14647	14218	353.44	77.86
ohne:Zwischenfall	verlaufen	FALSE	FALSE	FALSE	30	2.82472	0.022371	141.341	5.469	19988	19326	342.3	75.37
an+:Montag	verlauten	FALSE	FALSE	FALSE	31	0.86325	0.003808	12.981	4.8049	169	163	70.28	16.34
aus:Kreisen	verlauten	FALSE	FALSE	FALSE	94	2.95372	0.10324	290.363	9.6846	84341	83445	1123.58	245.29
aus:Regierungskreisen	verlauten	FALSE	FALSE	FALSE	33	2.95419	0.041667	172.135	5.7382	29640	28747	393.11	86.45
an+:Dienstag	verletzen	FALSE	FALSE	FALSE	53	0.64492	0.005675	11.832	5.6311	141	137	75.93	17.64
an+:Donnerstag	verletzen	FALSE	FALSE	FALSE	37	0.48326	0.003922	7.123	4.0836	51	49	32.85	8.15
an+:Freitag	verletzen	FALSE	FALSE	FALSE	36	0.45251	0.003689	6.538	3.8834	43	41	28.58	7.2
an+:Mittwoch	verletzen	FALSE	FALSE	FALSE	48	0.59734	0.005098	10.298	5.1772	106	104	60.7	14.3
an+:Montag	verletzen	FALSE	FALSE	FALSE	43	0.54331	0.004516	8.749	4.6806	77	74	46.49	11.17
an+:Samstag	verletzen	FALSE	FALSE	FALSE	34	0.41894	0.003429	5.845	3.6087	34	33	23.65	6.1
an+:Sonntag	verletzen	FALSE	FALSE	FALSE	36	0.47655	0.003852	6.919	3.9974	48	46	31.21	7.79
bei:Unfall	verletzen	FALSE	FALSE	FALSE	58	2.00228	0.023606	75.598	7.54	5721	5621	425.63	93.68
durch:Schuß	verletzen	FALSE	FALSE	FALSE	32	2.38733	0.014622	87.995	5.6337	7750	7508	295.23	65.21
in:Nacht	verletzen	FALSE	FALSE	FALSE	43	0.99797	0.009127	18.61	5.8986	347	338	120.91	27.42
nach:Angabe	verletzen	FALSE	FALSE	FALSE	77	0.92835	0.01016	22.538	7.7401	509	502	194.88	43.6
an+:Ende	verlieren	FALSE	FALSE	FALSE	31	0.34076	0.003464	4.482	3.0272	20	19	15.01	4.16
an+:Sonntag	verlieren	FALSE	FALSE	FALSE	39	0.06435	0.002968	0.926	0.86	1	1	0.82	0.7
an:Bedeutung	verlieren	TRUE	TRUE	FALSE	42	1.91866	0.006985	58.303	6.4026	3407	3326	296.74	65.6
an:Boden	verlieren	FALSE	FALSE	FALSE	30	2.07757	0.005035	59.388	5.4314	3535	3417	236.7	52.46
aus:Auge	verlieren	TRUE	FALSE	TRUE	107	2.13692	0.017622	120.218	10.2686	14487	14351	879.41	192.29
in+:Jahr	verlieren	FALSE	FALSE	FALSE	31	-0.10407	0.002156	-1.337	-1.5076	-2	-2	-1.94	0.03
in:Jahr	verlieren	FALSE	FALSE	FALSE	66	0.13217	0.004029	2.482	2.1316	6	6	5.58	1.99
vor:Jahr	verlieren	FALSE	FALSE	FALSE	37	0.16656	0.003266	2.347	1.9376	6	5	4.83	1.79
über:Fahrzeug	verlieren	FALSE	FALSE	FALSE	30	2.15195	0.005042	64.784	5.4386	4207	4067	248.86	55.09
um:Jahr	verlängern	FALSE	FALSE	FALSE	130	2.63589	0.083307	236.545	11.3754	55988	55557	1355.35	295.7
als:Ursache	vermuten	FALSE	FALSE	FALSE	34	2.24599	0.021526	76.96	5.7979	5927	5753	287.85	63.64
in:Jahr	verringern	FALSE	FALSE	FALSE	35	0.66123	0.00307	9.903	4.6254	99	95	52.29	12.42
um:Prozent	verringern	FALSE	FALSE	FALSE	69	1.55249	0.019279	48.231	8.0738	2329	2295	362.49	80.01
in:Versenkung	verschwinden	TRUE	FALSE	TRUE	30	2.77245	0.014903	133.061	5.468	17719	17133	339.98	74.83
von:Bildfläche	verschwinden	TRUE	FALSE	TRUE	32	2.84996	0.015924	150.295	5.6489	22606	21904	378.56	83.18
in:Alarmbereitschaft	versetzen	FALSE	FALSE	FALSE	43	3.02262	0.040624	212.633	6.5512	45232	44185	534.67	117.2
in:Angst	versetzen	TRUE	TRUE	FALSE	50	2.74112	0.044583	165.675	7.0582	27460	26913	544.37	119.4
in:Lage	versetzen	FALSE	FALSE	FALSE	98	1.97194	0.042132	94.825	9.7939	9000	8908	704.4	154.33
in:Zustand	versetzen	FALSE	FALSE	FALSE	30	2.00116	0.021668	54.299	5.4226	2950	2851	218.69	48.61
mit:Strom	versorgen	FALSE	FALSE	FALSE	31	2.74657	0.022383	131.276	5.5578	17243	16690	340.65	75.04
an+:Samstag	versprechen	FALSE	FALSE	FALSE	34	0.3184	0.003249	4.371	3.0298	19	18	14.6	4.07
um:Uhr	versprechen	FALSE	FALSE	FALSE	36	0.11835	0.002285	1.64	1.4312	3	2	2.46	1.19
einschließlich:Prozent	verstehen	FALSE	FALSE	FALSE	32	2.80806	0.00906	143.196	5.6481	20534	19896	396.39	86.76
in+:Bereich	verstehen	FALSE	FALSE	FALSE	30	0.76802	0.005592	10.998	4.5428	121	116	56.6	13.35
je:Liter	verstehen	FALSE	FALSE	FALSE	32	2.29991	0.008959	79.496	5.6285	6329	6131	285.08	62.98
gegen:Gesetz	verstoßen	FALSE	FALSE	FALSE	40	2.80324	0.044643	159.209	6.3146	25356	24725	446.04	98
gegen:Recht	verstoßen	FALSE	FALSE	FALSE	31	2.79984	0.035469	139.608	5.5589	19497	18872	344.96	76
an+:Mittwoch	versuchen	FALSE	FALSE	FALSE	34	0.04328	0.002686	0.581	0.5531	0	0	0.33	0.52
an+:Montag	versuchen	FALSE	FALSE	FALSE	33	0.02406	0.002585	0.318	0.3096	0	0	0.1	0.4
in+:Jahr	versuchen	FALSE	FALSE	FALSE	37	0.01545	0.002676	0.216	0.2125	0	0	0.05	0.36
in:Jahr	versuchen	FALSE	FALSE	FALSE	50	0.05427	0.003159	0.884	0.8306	1	1	0.75	0.69
mit:Hilfe	versuchen	FALSE	FALSE	FALSE	41	0.81598	0.005995	13.88	5.425	193	188	85.12	19.62
mit:Mitteln	versuchen	FALSE	FALSE	FALSE	41	1.12349	0.006739	21.585	5.9213	467	455	137.43	31.01
nach:Angabe	versuchen	FALSE	FALSE	FALSE	44	0.28102	0.004066	4.367	3.1602	19	18	15.1	4.2
seit:Jahr	versuchen	FALSE	FALSE	FALSE	53	0.33475	0.004744	5.751	3.912	33	32	24.89	6.41
gegen:Vorwurf	verteidigen	FALSE	FALSE	FALSE	31	2.20185	0.018349	69.802	5.5328	4876	4719	256.07	56.72
an:Haushalt	verteilen	FALSE	FALSE	FALSE	117	2.62786	0.043015	222.33	10.7912	49483	49060	1244.8	271.61
an:Kind	verteilen	FALSE	FALSE	FALSE	32	1.83693	0.011374	46.203	5.5745	2137	2070	210.05	46.74
in+:Kreistag	vertreten	FALSE	FALSE	FALSE	30	1.41605	0.007493	26.89	5.2671	724	699	139.09	31.32
in+:Ortsbeirat	vertreten	FALSE	FALSE	FALSE	45	1.1798	0.009682	24.367	6.2648	595	581	161.54	36.27
in+:Parlament	vertreten	FALSE	FALSE	FALSE	63	1.23623	0.012886	31.032	7.4765	965	949	241.84	53.78
in+:Stadtparlament	vertreten	FALSE	FALSE	FALSE	42	1.31937	0.009748	28.182	6.1701	796	776	176.57	39.53
in:Frankfurt	vertreten	FALSE	FALSE	FALSE	31	0.24542	0.003157	3.188	2.4036	10	9	8.31	2.62
seit:Jahr	vertreten	FALSE	FALSE	FALSE	43	0.41642	0.004565	6.531	4.0437	43	41	29.59	7.44
von:Mark	verursachen	FALSE	FALSE	FALSE	62	0.95353	0.007188	20.976	6.9977	441	434	163.56	36.76
an+:Dienstag	verurteilen	FALSE	FALSE	FALSE	55	0.39434	0.004942	6.968	4.425	49	47	34.46	8.54
an+:Donnerstag	verurteilen	FALSE	FALSE	FALSE	75	0.52346	0.006683	11.082	6.0656	123	121	76.28	17.75
an+:Freitag	verurteilen	FALSE	FALSE	FALSE	61	0.41487	0.005283	7.748	4.8056	60	59	41.75	10.15
an+:Mittwoch	verurteilen	FALSE	FALSE	FALSE	68	0.48195	0.006069	9.628	5.5278	93	91	60.17	14.21
an+:Montag	verurteilen	FALSE	FALSE	FALSE	65	0.45609	0.005747	8.861	5.2415	79	77	52.36	12.49
auf:Bewährung	verurteilen	FALSE	FALSE	FALSE	94	2.43319	0.023436	159.058	9.6596	25340	25070	912.87	199.49
gegen:Ausländer	verurteilen	FALSE	FALSE	FALSE	32	1.36653	0.007362	26.107	5.4136	683	661	141.31	31.81
mit:Bewährung	verurteilen	FALSE	FALSE	FALSE	34	2.37717	0.00862	89.639	5.8065	8048	7812	318.84	70.3
von+:Landgericht	verurteilen	FALSE	FALSE	FALSE	50	2.53087	0.012671	129.91	7.0502	16903	16565	515.53	113.03
von:Gericht	verurteilen	FALSE	FALSE	FALSE	31	2.11802	0.007799	63.295	5.5253	4012	3883	247.58	54.85
von:Jahr	verurteilen	FALSE	FALSE	FALSE	130	1.31154	0.02179	49.092	10.8453	2416	2396	543.59	119.46
von:Mark	verurteilen	FALSE	FALSE	FALSE	97	0.62785	0.008549	15.511	7.5286	242	238	133.25	30.21
von:Monat	verurteilen	FALSE	FALSE	FALSE	44	1.61941	0.010371	41.771	6.4739	1748	1707	245.23	54.45
wegen:Mord	verurteilen	FALSE	FALSE	FALSE	76	2.18848	0.018726	107.603	8.6613	11597	11444	635.05	139.18
wegen:Totschlag	verurteilen	FALSE	FALSE	FALSE	54	2.22851	0.013493	95.033	7.305	9046	8878	462.45	101.62
zu+:Scheitern	verurteilen	FALSE	FALSE	FALSE	42	2.38435	0.010621	100.462	6.454	10108	9868	395.63	87.02
zu+:Tod	verurteilen	FALSE	FALSE	FALSE	188	2.28556	0.044597	189.497	13.6403	35969	35777	1670.82	364.27
zu+:Zahlung	verurteilen	FALSE	FALSE	FALSE	33	2.22548	0.008329	74.03	5.7104	5489	5323	281.99	62.33
zu:Bewährungsstrafe	verurteilen	FALSE	FALSE	FALSE	33	2.68924	0.008418	126.761	5.7328	16093	15608	378.36	83.02
zu:Freiheitsstrafe	verurteilen	FALSE	FALSE	FALSE	167	2.65668	0.041563	274.625	12.8944	75538	75086	1873.21	408.01
zu:Geldstrafe	verurteilen	FALSE	FALSE	FALSE	67	2.59103	0.016945	161.227	8.1644	26035	25647	718.1	157.05
zu:Haft	verurteilen	FALSE	FALSE	FALSE	65	2.56263	0.016431	153.667	8.0402	23650	23287	683.97	149.65
zu:Haftstrafe	verurteilen	FALSE	FALSE	FALSE	108	2.66008	0.02717	221.718	10.3696	49236	48780	1213.49	264.66
zu:Jahr	verurteilen	FALSE	FALSE	FALSE	360	2.28841	0.079964	263.097	18.876	69343	69149	3213.1	699.3
zu:Mark	verurteilen	FALSE	FALSE	FALSE	46	1.34403	0.01005	30.428	6.4752	928	907	198.57	44.32
zu:Monat	verurteilen	FALSE	FALSE	FALSE	78	2.31007	0.019391	125.589	8.7885	15798	15595	702.57	153.82
auf:Platz	verweisen	FALSE	FALSE	FALSE	143	1.31591	0.023731	51.774	11.3805	2687	2667	600.82	131.91
auf:Rang	verweisen	FALSE	FALSE	FALSE	62	1.38774	0.013881	37.317	7.5516	1395	1372	279.78	62.02
in:Zusammenhang	verweisen	FALSE	FALSE	FALSE	44	1.19463	0.009642	24.568	6.2095	605	590	160.78	36.1
zu+:Begründung	verweisen	FALSE	FALSE	FALSE	35	1.54877	0.008943	34.195	5.7489	1171	1137	183.44	40.98
für:Zwecke	verwenden	FALSE	FALSE	FALSE	40	2.00448	0.018908	62.943	6.262	3965	3866	293.4	64.89
in+:Jahr	verzeichnen	FALSE	FALSE	FALSE	44	0.87297	0.0047	15.694	5.7445	247	241	101.59	23.22
in:Jahr	verzeichnen	FALSE	FALSE	FALSE	32	0.64271	0.002817	9.157	4.369	84	81	45.66	10.96
von:Prozent	verzeichnen	FALSE	FALSE	FALSE	49	1.47094	0.015003	36.782	6.7633	1355	1326	238.99	53.12
auf:Kandidatur	verzichten	FALSE	FALSE	FALSE	61	2.42991	0.013872	127.644	7.7812	16321	16054	594.9	130.34
auf:Teil	verzichten	FALSE	FALSE	FALSE	31	1.8724	0.006962	47.426	5.4931	2253	2180	210.26	46.77
aus:Gründen	verzichten	FALSE	FALSE	FALSE	40	0.79208	0.006426	13.201	5.3037	175	170	79.25	18.33
in:Jahr	verzichten	FALSE	FALSE	FALSE	48	0.12842	0.003242	2.056	1.7736	4	4	3.84	1.55
von:Mark	verzichten	FALSE	FALSE	FALSE	40	0.19739	0.003396	2.899	2.31	8	8	7.18	2.36
in:Jahr	verändern	FALSE	FALSE	FALSE	57	0.71449	0.004826	13.87	6.0929	193	189	96.45	22.13
an+:Dienstag	veröffentlichen	FALSE	FALSE	FALSE	36	0.61814	0.004112	9.279	4.5545	86	83	48.12	11.51
an+:Donnerstag	veröffentlichen	FALSE	FALSE	FALSE	36	0.61256	0.004069	9.182	4.5358	85	82	47.42	11.36
an+:Freitag	veröffentlichen	FALSE	FALSE	FALSE	31	0.52876	0.003379	7.205	3.9199	52	50	32.02	7.95
an+:Mittwoch	veröffentlichen	FALSE	FALSE	FALSE	38	0.63708	0.004303	9.876	4.7427	98	95	53.36	12.66
an+:Montag	veröffentlichen	FALSE	FALSE	FALSE	46	0.7138	0.005147	12.445	5.4714	155	151	77.54	17.98
in+:Wortlaut	veröffentlichen	FALSE	FALSE	FALSE	46	2.23643	0.026338	88.525	6.743	7842	7672	387.86	85.42
in:Frankfurt	veröffentlichen	FALSE	FALSE	FALSE	45	0.78028	0.005809	13.74	5.5956	189	184	87.21	20.08
unterhalb:Grenzwert	veröffentlichen	FALSE	FALSE	FALSE	31	2.42784	0.01913	90.777	5.547	8246	7981	290.38	64.16
in:Nacht	verüben	FALSE	FALSE	FALSE	48	1.55634	0.014756	40.416	6.7358	1636	1601	252.81	56.12
mit:Beispiel	vorangehen	FALSE	FALSE	FALSE	76	3.48477	0.201859	481.559	8.7149	231934	228891	1105.4	241.26
auf:Kürzung	vorbehalten	FALSE	FALSE	FALSE	297	3.6771	0.466981	1188.055	17.2301	1411829	1407079	4955.92	1077.27
auf:Aufgabe	vorbereiten	FALSE	FALSE	FALSE	30	2.21508	0.010588	69.734	5.4438	4868	4706	252.16	55.85
um:Uhr	vorbereiten	FALSE	FALSE	FALSE	31	0.03895	0.001956	0.5	0.4776	0	0	0.24	0.48
zu+:Zeit	vorbereiten	FALSE	FALSE	FALSE	39	0.84132	0.007294	14.08	5.3451	199	193	84.76	19.53
an+:Dienstag	vorlegen	FALSE	FALSE	FALSE	60	0.60808	0.006104	11.753	5.8361	139	136	78.14	18.14
an+:Donnerstag	vorlegen	FALSE	FALSE	FALSE	36	0.38065	0.003628	5.429	3.5025	30	28	21.19	5.56
an+:Freitag	vorlegen	FALSE	FALSE	FALSE	44	0.44895	0.004293	7.166	4.274	52	50	34.48	8.52
an+:Mittwoch	vorlegen	FALSE	FALSE	FALSE	45	0.4786	0.004543	7.772	4.4797	61	59	39.32	9.59
an+:Montag	vorlegen	FALSE	FALSE	FALSE	46	0.48189	0.004594	7.918	4.5462	63	61	40.66	9.89
in:Bonn	vorlegen	FALSE	FALSE	FALSE	32	0.74515	0.005913	10.941	4.6396	120	115	57.57	13.57
in:Jahr	vorlegen	FALSE	FALSE	FALSE	31	0.16024	0.002371	2.066	1.718	4	4	3.77	1.52
in:Sitzung	vorlegen	FALSE	FALSE	FALSE	41	1.16153	0.010299	22.706	5.9617	516	503	143.78	32.39
in:Woche	vorlegen	FALSE	FALSE	FALSE	32	0.62775	0.005091	8.907	4.3239	80	76	43.79	10.55
für:Jahr	vorsehen	FALSE	FALSE	FALSE	41	0.7933	0.006669	13.391	5.3725	180	175	81.42	18.81
für:Uhr	vorsehen	FALSE	FALSE	FALSE	40	1.94187	0.009417	58.475	6.2523	3425	3339	284.62	62.97
in+:Jahr	vorsehen	FALSE	FALSE	FALSE	51	0.26987	0.004053	4.509	3.3051	20	20	16.28	4.47
in:Höhe	vorsehen	FALSE	FALSE	FALSE	40	0.68575	0.006008	11.057	5.0205	123	119	63.14	14.81
um:Uhr	vorsehen	FALSE	FALSE	FALSE	60	0.1515	0.003487	2.716	2.2811	7	7	6.57	2.23
von:Mark	vorsehen	FALSE	FALSE	FALSE	121	0.70128	0.010472	19.756	8.8117	392	388	198.7	44.49
von:Prozent	vorsehen	FALSE	FALSE	FALSE	38	0.69332	0.005857	10.92	4.9154	120	116	61.03	14.35
ab:Uhr	vorstellen	FALSE	FALSE	FALSE	76	0.67347	0.008388	14.915	6.8688	223	220	116.75	26.59
an+:Dienstag	vorstellen	FALSE	FALSE	FALSE	99	0.56431	0.008268	13.857	7.2365	193	190	114.18	26.05
an+:Donnerstag	vorstellen	FALSE	FALSE	FALSE	96	0.54537	0.007955	13.128	7.0069	173	171	104.62	23.96
an+:Freitag	vorstellen	FALSE	FALSE	FALSE	89	0.49363	0.007181	11.309	6.4066	129	126	82.07	19.03
an+:Mittwoch	vorstellen	FALSE	FALSE	FALSE	82	0.47795	0.006805	10.476	6.0427	110	108	71.57	16.72
an+:Montag	vorstellen	FALSE	FALSE	FALSE	72	0.41521	0.005923	8.425	5.2235	71	70	49.37	11.84
an+:Samstag	vorstellen	FALSE	FALSE	FALSE	72	0.39283	0.005738	7.939	5.051	63	62	44.85	10.85
an+:Sonntag	vorstellen	FALSE	FALSE	FALSE	48	0.24953	0.004006	4.036	3.0279	16	16	13.28	3.79
in+:Bürgerhaus	vorstellen	FALSE	FALSE	FALSE	32	0.62518	0.004723	8.865	4.3159	79	76	43.51	10.49
in+:Rahmen	vorstellen	FALSE	FALSE	FALSE	42	0.65055	0.005786	10.641	5.0317	114	110	60.93	14.34
