id	word1	pos1	word2	pos2	O11	O12	O21	O22
19281	the	D	north	N	19	69158	10	840581
19282	the	D	north	Y	47	69130	67	840524
19283	the	D	northeast	Y	5	69172	2	840589
19284	the	D	northern	J	10	69167	21	840570
19285	the	D	northwest	Y	5	69172	9	840582
19286	the	D	nose	N	12	69165	17	840574
19287	the	D	note	N	9	69168	61	840530
19288	the	D	notion	N	12	69165	26	840565
19289	the	D	novel	N	15	69162	32	840559
19290	the	D	novelist	N	8	69169	10	840581
19291	the	D	now	R	8	69169	934	839657
19292	the	D	nuclear	J	14	69163	92	840499
19293	the	D	nude	J	5	69172	11	840580
19294	the	D	null	J	9	69168	2	840589
19295	the	D	number	N	121	69056	341	840250
19296	the	D	numbers	N	13	69164	100	840491
19297	the	D	numerical	J	7	69170	9	840582
19298	the	D	numerous	J	7	69170	37	840554
19299	the	D	nursery	N	6	69171	6	840585
19300	the	D	object	N	15	69162	36	840555
19301	the	D	objective	J	11	69166	23	840568
19302	the	D	objective	N	15	69162	35	840556
19303	the	D	objectives	N	6	69171	30	840561
19304	the	D	objects	N	8	69169	52	840539
19305	the	D	observation	N	6	69171	21	840570
19306	the	D	observations	N	5	69172	27	840564
19307	the	D	observed	G	5	69172	52	840539
19308	the	D	observer	N	6	69171	8	840583
19309	the	D	obvious	J	7	69170	84	840507
19310	the	D	occasion	N	19	69158	39	840552
19311	the	D	occurrence	N	11	69166	17	840574
19312	the	D	ocean	N	20	69157	11	840580
19313	the	D	odyssey	Y	6	69171	2	840589
19314	the	D	oedipus	Y	6	69171	12	840579
19315	the	D	office	N	54	69123	136	840455
19316	the	D	office	Y	10	69167	28	840563
19317	the	D	officer	N	15	69162	92	840499
19318	the	D	officers	N	12	69165	66	840525
19319	the	D	offices	N	5	69172	36	840555
19320	the	D	official	J	11	69166	32	840559
19321	the	D	ohio	Y	7	69170	19	840572
19322	the	D	oil	N	12	69165	69	840522
19323	the	D	old	J	194	68983	329	840262
19324	the	D	old	Y	40	69137	23	840568
19325	the	D	older	J	33	69144	56	840535
19326	the	D	oldest	J	8	69169	5	840586
19327	the	D	one	C	102	69075	1903	838688
19328	the	D	one	N	31	69146	495	840096
19329	the	D	ones	N	15	69162	98	840493
19330	the	D	only	J	228	68949	101	840490
19331	the	D	only	R	29	69148	1135	839456
19332	the	D	onset	N	8	69169	28	840563
19333	the	D	open	J	55	69122	167	840424
19334	the	D	opening	G	12	69165	24	840567
19335	the	D	opening	N	21	69156	7	840584
19336	the	D	operand	N	15	69162	1	840590
19337	the	D	operating	G	14	69163	48	840543
19338	the	D	operation	N	17	69160	82	840509
19339	the	D	operator	N	14	69163	34	840557
19340	the	D	opinion	N	13	69164	65	840526
19341	the	D	opinions	N	8	69169	28	840563
19342	the	D	opponent	N	8	69169	6	840585
19343	the	D	opportunity	N	28	69149	87	840504
19344	the	D	opposing	G	5	69172	7	840584
19345	the	D	opposite	J	29	69148	21	840570
19346	the	D	opposition	N	11	69166	30	840561
19347	the	D	optimal	J	11	69166	16	840575
19348	the	D	orchestra	N	20	69157	19	840572
19349	the	D	order	N	48	69129	293	840298
19350	the	D	order	Y	5	69172	6	840585
19351	the	D	orderly	J	5	69172	11	840580
19352	the	D	ordinary	J	18	69159	46	840545
19353	the	D	organic	J	11	69166	24	840567
19354	the	D	organization	N	19	69158	87	840504
19355	the	D	organization	Y	9	69168	6	840585
19356	the	D	origin	N	10	69167	25	840566
19357	the	D	original	J	50	69127	33	840558
19358	the	D	orioles	Y	11	69166	1	840590
19359	the	D	orthodontist	N	6	69171	4	840587
19360	the	D	other	J	412	68765	1170	839421
19361	the	D	others	N	65	69112	214	840377
19362	the	D	outcome	N	19	69158	7	840584
19363	the	D	outdoor	J	5	69172	17	840574
19364	the	D	outer	J	11	69166	14	840577
19365	the	D	outlook	N	10	69167	23	840568
19366	the	D	output	N	6	69171	27	840564
19367	the	D	outset	N	12	69165	1	840590
19368	the	D	outside	J	10	69167	36	840555
19369	the	D	outside	N	16	69161	14	840577
19370	the	D	outstanding	J	10	69167	23	840568
19371	the	D	over-all	J	10	69167	22	840569
19372	the	D	overall	J	5	69172	6	840585
19373	the	D	overcast	N	7	69170	1	840590
19374	the	D	overwhelming	J	5	69172	14	840577
19375	the	D	owner	N	17	69160	16	840575
19376	the	D	owners	N	7	69170	23	840568
19377	the	D	oxen	N	7	69170	4	840587
19378	the	D	oxidation	N	6	69171	15	840576
19379	the	D	oxygen	N	9	69168	32	840559
19380	the	D	pace	N	6	69171	28	840563
19381	the	D	pacific	Y	17	69160	10	840581
19382	the	D	packing	N	5	69172	3	840588
19383	the	D	pain	N	23	69154	61	840530
19384	the	D	painting	N	6	69171	33	840558
19385	the	D	pair	N	7	69170	42	840549
19386	the	D	palace	N	10	69167	7	840584
19387	the	D	palace	Y	12	69165	11	840580
19388	the	D	palazzo	Y	7	69170	1	840590
19389	the	D	pale	J	8	69169	35	840556
19390	the	D	panel	N	8	69169	19	840572
19391	the	D	paper	N	27	69150	112	840479
19392	the	D	papers	N	11	69166	35	840556
19393	the	D	parade	N	10	69167	12	840579
19394	the	D	parent	N	5	69172	9	840582
19395	the	D	parents	N	10	69167	40	840551
19396	the	D	paris	Y	6	69171	59	840532
19397	the	D	park	N	14	69163	31	840560
19398	the	D	parking	N	7	69170	19	840572
19399	the	D	parlor	N	8	69169	8	840583
19400	the	D	part	N	46	69131	389	840202
19401	the	D	parthenon	Y	6	69171	0	840591
19402	the	D	particle	N	8	69169	11	840580
19403	the	D	particles	N	7	69170	33	840558
19404	the	D	particular	J	31	69146	126	840465
19405	the	D	parties	N	8	69169	50	840541
19406	the	D	partners	N	5	69172	8	840583
19407	the	D	party	N	65	69112	129	840462
19408	the	D	passage	N	16	69161	27	840564
19409	the	D	passion	N	5	69172	18	840573
19410	the	D	past	J	54	69123	29	840562
19411	the	D	past	N	92	69085	27	840564
19412	the	D	pastor	N	9	69168	7	840584
19413	the	D	patent	N	7	69170	22	840569
19414	the	D	path	N	15	69162	28	840563
19415	the	D	pathet	Y	5	69172	5	840586
19416	the	D	patient	N	71	69106	25	840566
19417	the	D	patrol	N	10	69167	9	840582
19418	the	D	pattern	N	30	69147	78	840513
19419	the	D	pavement	N	7	69170	4	840587
19420	the	D	payroll	N	5	69172	8	840583
19421	the	D	peace	N	21	69156	103	840488
19422	the	D	peace	Y	31	69146	26	840565
19423	the	D	peculiar	J	5	69172	18	840573
19424	the	D	pedersen	Y	7	69170	2	840589
19425	the	D	penalty	N	5	69172	9	840582
19426	the	D	pencil	N	11	69166	21	840570
19427	the	D	pennsylvania	Y	8	69169	26	840565
19428	the	D	pentagon	Y	9	69168	2	840589
19429	the	D	people	N	133	69044	642	839949
19430	the	D	percentage	N	8	69169	36	840555
19431	the	D	perfect	J	6	69171	47	840544
19432	the	D	performance	N	24	69153	78	840513
19433	the	D	performances	N	6	69171	25	840566
19434	the	D	period	N	47	69130	208	840383
19435	the	D	permanent	J	5	69172	33	840558
19436	the	D	permission	N	6	69171	19	840572
19437	the	D	person	N	26	69151	144	840447
19438	the	D	personal	J	13	69164	136	840455
19439	the	D	personnel	N	8	69169	60	840531
19440	the	D	persons	N	5	69172	110	840481
19441	the	D	perspective	N	6	69171	19	840572
19442	the	D	petition	N	5	69172	6	840585
19443	the	D	phenomenon	N	7	69170	27	840564
19444	the	D	philadelphia	Y	7	69170	38	840553
19445	the	D	philosopher	N	9	69168	5	840586
19446	the	D	philosophy	N	6	69171	63	840528
19447	the	D	phone	N	30	69147	15	840576
19448	the	D	photograph	N	8	69169	4	840587
19449	the	D	phrase	N	6	69171	27	840564
19450	the	D	physical	J	21	69156	72	840519
19451	the	D	physical	N	6	69171	4	840587
19452	the	D	piano	N	9	69168	18	840573
19453	the	D	piazza	N	5	69172	1	840590
19454	the	D	piazza	Y	8	69169	2	840589
19455	the	D	picture	N	42	69135	108	840483
19456	the	D	pictures	N	10	69167	44	840547
19457	the	D	piece	N	11	69166	110	840481
19458	the	D	pieces	N	7	69170	75	840516
19459	the	D	pilgrims	Y	5	69172	0	840591
19460	the	D	pillow	N	5	69172	3	840588
19461	the	D	pilot	N	18	69159	20	840571
19462	the	D	pirates	Y	7	69170	2	840589
19463	the	D	pistol	N	7	69170	15	840576
19464	the	D	piston	N	7	69170	0	840591
19465	the	D	pit	N	7	69170	6	840585
19466	the	D	pitcher	N	7	69170	11	840580
19467	the	D	place	N	64	69113	377	840214
19468	the	D	place	Y	7	69170	12	840579
19469	the	D	places	N	11	69166	74	840517
19470	the	D	plan	N	39	69138	114	840477
19471	the	D	plane	N	47	69130	55	840536
19472	the	D	planet	N	10	69167	11	840580
19473	the	D	planetary	J	5	69172	13	840578
19474	the	D	planets	N	6	69171	16	840575
19475	the	D	planning	G	7	69170	28	840563
19476	the	D	planning	N	9	69168	65	840526
19477	the	D	planning	Y	6	69171	6	840585
19478	the	D	plans	N	5	69172	79	840512
19479	the	D	plant	N	15	69162	91	840500
19480	the	D	plantation	N	9	69168	6	840585
19481	the	D	plants	N	8	69169	44	840547
19482	the	D	plate	N	8	69169	12	840579
19483	the	D	platform	N	43	69134	26	840565
19484	the	D	play	N	33	69144	56	840535
19485	the	D	playing	N	7	69170	11	840580
19486	the	D	pleasure	N	8	69169	45	840546
19487	the	D	plot	N	8	69169	21	840570
19488	the	D	plow	N	5	69172	3	840588
19489	the	D	plug	N	6	69171	15	840576
19490	the	D	poem	N	13	69164	35	840556
19491	the	D	poems	N	8	69169	62	840529
19492	the	D	poet	N	25	69152	48	840543
19493	the	D	poetic	J	5	69172	24	840567
19494	the	D	poetics	Y	7	69170	0	840591
19495	the	D	poets	N	10	69167	20	840571
19496	the	D	point	N	77	69100	254	840337
19497	the	D	points	N	10	69167	114	840477
19498	the	D	police	N	57	69120	66	840525
19499	the	D	policeman	N	6	69171	13	840578
19500	the	D	policy	N	20	69157	192	840399
19501	the	D	political	J	32	69145	179	840412
19502	the	D	ponies	N	5	69172	0	840591
19503	the	D	pool	N	43	69134	59	840532
19504	the	D	poor	J	22	69155	61	840530
19505	the	D	pope	N	6	69171	1	840590
19506	the	D	pope	Y	7	69170	23	840568
19507	the	D	popular	J	8	69169	83	840508
19508	the	D	population	N	36	69141	95	840496
19509	the	D	porch	N	28	69149	14	840577
19510	the	D	portrait	N	7	69170	9	840582
19511	the	D	position	N	34	69143	172	840419
19512	the	D	positions	N	8	69169	40	840551
19513	the	D	positive	J	12	69165	55	840536
19514	the	D	positivist	N	5	69172	2	840589
19515	the	D	posse	N	7	69170	6	840585
19516	the	D	possibilities	N	15	69162	27	840564
19517	the	D	possibility	N	53	69124	33	840558
19518	the	D	possible	J	12	69165	354	840237
19519	the	D	post	N	14	69163	43	840548
19520	the	D	post	Y	5	69172	16	840575
19521	the	D	posterior	J	6	69171	0	840591
19522	the	D	pot	N	6	69171	20	840571
19523	the	D	potential	J	9	69168	27	840564
19524	the	D	potters	N	5	69172	3	840588
19525	the	D	power	N	52	69125	249	840342
19526	the	D	powerful	J	7	69170	52	840539
19527	the	D	powers	N	7	69170	53	840538
19528	the	D	practical	J	11	69166	50	840541
19529	the	D	practice	N	20	69157	59	840532
19530	the	D	prairie	N	5	69172	3	840588
19531	the	D	preceding	G	17	69160	12	840579
19532	the	D	precision	N	6	69171	31	840560
19533	the	D	preparation	N	12	69165	34	840557
19534	the	D	presence	N	40	69137	14	840577
19535	the	D	present	J	117	69060	103	840488
19536	the	D	present	N	17	69160	23	840568
19537	the	D	presentation	N	6	69171	23	840568
19538	the	D	president	N	50	69127	78	840513
19539	the	D	president	Y	118	69059	109	840482
19540	the	D	presidential	J	10	69167	15	840576
19541	the	D	press	N	31	69146	39	840552
19542	the	D	pressure	N	35	69142	139	840452
19543	the	D	prevention	N	12	69165	13	840578
19544	the	D	previous	J	35	69142	39	840552
19545	the	D	price	N	27	69150	68	840523
19546	the	D	primary	J	38	69139	30	840561
19547	the	D	primary	N	5	69172	6	840585
19548	the	D	prime	J	15	69162	16	840575
19549	the	D	primitive	J	9	69168	27	840564
19550	the	D	prince	Y	15	69162	14	840577
19551	the	D	principal	J	38	69139	23	840568
19552	the	D	principal	N	9	69168	9	840582
19553	the	D	principle	N	34	69143	71	840520
19554	the	D	principles	N	19	69158	45	840546
19555	the	D	prison	N	5	69172	30	840561
19556	the	D	prisoners	N	9	69168	13	840578
19557	the	D	private	J	25	69152	130	840461
19558	the	D	privilege	N	10	69167	5	840586
19559	the	D	probabilities	N	6	69171	14	840577
19560	the	D	probability	N	15	69162	18	840573
19561	the	D	probable	J	9	69168	13	840578
19562	the	D	problem	N	119	69058	181	840410
19563	the	D	problems	N	46	69131	179	840412
19564	the	D	procedure	N	6	69171	71	840520
19565	the	D	proceedings	N	6	69171	11	840580
19566	the	D	process	N	66	69111	126	840465
19567	the	D	processes	N	5	69172	48	840543
19568	the	D	product	N	22	69155	55	840536
19569	the	D	production	N	19	69158	110	840481
19570	the	D	products	N	6	69171	82	840509
19571	the	D	professor	N	6	69171	20	840571
19572	the	D	program	N	60	69117	289	840302
19573	the	D	programs	N	6	69171	125	840466
19574	the	D	progress	N	14	69163	88	840503
19575	the	D	progressive	J	6	69171	8	840583
19576	the	D	project	N	30	69147	50	840541
19577	the	D	projects	N	6	69171	53	840538
19578	the	D	promise	N	11	69166	20	840571
19579	the	D	proof	N	8	69169	23	840568
19580	the	D	proper	J	39	69138	47	840544
19581	the	D	property	N	28	69149	118	840473
19582	the	D	proposal	N	12	69165	23	840568
19583	the	D	proposed	G	11	69166	43	840548
19584	the	D	proposed	J	7	69170	0	840591
19585	the	D	proposition	N	8	69169	8	840583
19586	the	D	prospect	N	14	69163	11	840580
19587	the	D	protection	N	12	69165	51	840540
19588	the	D	protestant	Y	12	69165	21	840570
19589	the	D	protestantism	Y	5	69172	6	840585
19590	the	D	providence	Y	20	69157	48	840543
19591	the	D	provision	N	15	69162	28	840563
19592	the	D	provisions	N	17	69160	18	840573
19593	the	D	psalmist	N	5	69172	0	840591
19594	the	D	pseudophloem	N	5	69172	1	840590
19595	the	D	psychological	J	9	69168	32	840559
19596	the	D	public-limit	J	6	69171	0	840591
19597	the	D	public	J	32	69145	110	840481
19598	the	D	public	N	101	69076	134	840457
19599	the	D	public	Y	6	69171	23	840568
19600	the	D	publication	N	14	69163	31	840560
19601	the	D	publications	Y	6	69171	3	840588
19602	the	D	pulmonary	J	18	69159	9	840582
19603	the	D	pupils	N	5	69172	17	840574
19604	the	D	purchase	N	14	69163	17	840574
19605	the	D	pure	J	7	69170	40	840551
19606	the	D	purpose	N	40	69137	85	840506
19607	the	D	purposes	N	15	69162	73	840518
19608	the	D	quality	N	23	69154	82	840509
19609	the	D	quantity	N	10	69167	22	840569
19610	the	D	quarrel	N	5	69172	8	840583
19611	the	D	queen	N	9	69168	11	840580
19612	the	D	queen	Y	12	69165	8	840583
19613	the	D	quest	N	8	69169	4	840587
19614	the	D	question	N	87	69090	142	840449
19615	the	D	questionnaire	N	24	69153	12	840579
19616	the	D	questions	N	12	69165	110	840481
19617	the	D	quirt	N	5	69172	3	840588
19618	the	D	race	N	17	69160	71	840520
19619	the	D	radar	N	6	69171	16	840575
19620	the	D	radiation	N	19	69158	69	840522
19621	the	D	radical	J	8	69169	18	840573
19622	the	D	radio	N	37	69140	63	840528
19623	the	D	rail	N	6	69171	10	840581
19624	the	D	railroad	N	21	69156	24	840567
19625	the	D	rain	N	30	69147	32	840559
19626	the	D	rake	N	7	69170	1	840590
19627	the	D	ranch	N	7	69170	14	840577
19628	the	D	rancher	N	7	69170	7	840584
19629	the	D	random	J	6	69171	26	840565
19630	the	D	range	N	50	69127	91	840500
19631	the	D	ranks	N	8	69169	10	840581
19632	the	D	rapid	J	9	69168	33	840558
19633	the	D	rare	J	6	69171	30	840561
19634	the	D	rate	N	42	69135	160	840431
19635	the	D	rates	N	5	69172	89	840502
19636	the	D	rather	R	5	69172	274	840317
19637	the	D	ratio	N	12	69165	24	840567
19638	the	D	raw	J	13	69164	24	840567
19639	the	D	razor	N	10	69167	4	840587
19640	the	D	reaction	N	23	69154	89	840502
19641	the	D	reader	N	30	69147	13	840578
19642	the	D	reading	N	7	69170	56	840535
19643	the	D	real	J	56	69121	165	840426
19644	the	D	realities	N	5	69172	10	840581
19645	the	D	reality	N	14	69163	59	840532
19646	the	D	realization	N	8	69169	13	840578
19647	the	D	really	R	8	69169	243	840348
19648	the	D	realm	N	14	69163	5	840586
19649	the	D	realtors	N	5	69172	9	840582
19650	the	D	rear	J	17	69160	11	840580
19651	the	D	rear	N	17	69160	2	840589
19652	the	D	reason	N	41	69136	192	840399
19653	the	D	reasons	N	25	69152	70	840521
19654	the	D	rebel	N	5	69172	9	840582
19655	the	D	rebels	N	7	69170	8	840583
19656	the	D	receiver	N	8	69169	5	840586
19657	the	D	recent	J	32	69145	127	840464
19658	the	D	recently	R	6	69171	97	840494
19659	the	D	reception	N	9	69168	25	840566
19660	the	D	recognition	N	6	69171	34	840557
19661	the	D	recommendation	N	6	69171	16	840575
19662	the	D	recommendations	N	5	69172	14	840577
19663	the	D	record	N	24	69153	94	840497
19664	the	D	recording	N	5	69172	13	840578
19665	the	D	records	N	12	69165	62	840529
19666	the	D	recovery	N	5	69172	21	840570
19667	the	D	recreation	N	5	69172	26	840565
19668	the	D	red	J	20	69157	87	840504
19669	the	D	red	Y	22	69155	34	840557
19670	the	D	redcoats	N	7	69170	2	840589
19671	the	D	reduction	N	9	69168	32	840559
19672	the	D	reef	Y	10	69167	1	840590
19673	the	D	reference	N	7	69170	56	840535
19674	the	D	refrigerator	N	13	69164	10	840581
19675	the	D	regiment	N	11	69166	9	840582
19676	the	D	region	N	20	69157	49	840542
19677	the	D	registration	N	10	69167	13	840578
19678	the	D	regular	J	23	69154	48	840543
19679	the	D	regulations	N	6	69171	21	840570
19680	the	D	reins	N	8	69169	0	840591
19681	the	D	relation	N	13	69164	42	840549
19682	the	D	relationship	N	15	69162	62	840529
19683	the	D	relationships	N	6	69171	32	840559
19684	the	D	relative	J	17	69160	24	840567
19685	the	D	relatively	R	10	69167	66	840525
19686	the	D	relevant	J	6	69171	16	840575
19687	the	D	relief	N	5	69172	59	840532
19688	the	D	religious	J	12	69165	103	840488
19689	the	D	religious	N	7	69170	19	840572
19690	the	D	remainder	N	19	69158	0	840591
19691	the	D	remaining	G	16	69161	18	840573
19692	the	D	remains	N	5	69172	3	840588
19693	the	D	remark	N	8	69169	16	840575
19694	the	D	removal	N	11	69166	25	840566
19695	the	D	renaissance	Y	6	69171	8	840583
19696	the	D	reorganization	N	5	69172	21	840570
19697	the	D	report	N	22	69155	89	840502
19698	the	D	reporters	N	6	69171	25	840566
19699	the	D	reports	N	7	69170	55	840536
19700	the	D	republic	Y	9	69168	22	840569
19701	the	D	republican	Y	18	69159	21	840570
19702	the	D	republicans	Y	9	69168	12	840579
19703	the	D	request	N	15	69162	24	840567
19704	the	D	required	G	8	69169	143	840448
19705	the	D	requirement	N	6	69171	21	840570
19706	the	D	requirements	N	13	69164	61	840530
19707	the	D	research	N	14	69163	109	840482
19708	the	D	residential	J	10	69167	27	840564
19709	the	D	resolution	N	15	69162	45	840546
19710	the	D	resources	N	6	69171	60	840531
19711	the	D	respective	J	8	69169	0	840591
19712	the	D	respiratory	J	5	69172	11	840580
19713	the	D	respondent	N	8	69169	1	840590
19714	the	D	respondents	N	5	69172	3	840588
19715	the	D	response	N	15	69162	60	840531
19716	the	D	responses	N	5	69172	20	840571
19717	the	D	responsibility	N	25	69152	85	840506
19718	the	D	rest	N	107	69070	22	840569
19719	the	D	restaurant	N	5	69172	32	840559
19720	the	D	result	N	86	69091	109	840482
19721	the	D	resultant	J	7	69170	4	840587
19722	the	D	resulting	G	12	69165	24	840567
19723	the	D	results	N	58	69119	66	840525
19724	the	D	return	N	18	69159	64	840527
19725	the	D	rev.	Y	15	69162	5	840586
19726	the	D	reverend	Y	11	69166	1	840590
19727	the	D	revolution	N	12	69165	32	840559
19728	the	D	revolution	Y	8	69169	16	840575
19729	the	D	revolutionary	J	9	69168	7	840584
19730	the	D	rhine	Y	6	69171	0	840591
19731	the	D	rhode	Y	6	69171	85	840506
19732	the	D	rhythm	N	5	69172	12	840579
19733	the	D	rich	J	9	69168	50	840541
19734	the	D	ridge	N	5	69172	7	840584
19735	the	D	rifle	N	14	69163	32	840559
19736	the	D	riflemen	N	5	69172	2	840589
19737	the	D	right-hand	J	5	69172	1	840590
19738	the	D	right	J	65	69112	182	840409
19739	the	D	right	N	77	69100	78	840513
19740	the	D	rights	N	7	69170	56	840535
19741	the	D	ring	N	13	69164	21	840570
19742	the	D	rise	N	10	69167	43	840548
19743	the	D	rising	G	8	69169	40	840551
19744	the	D	risk	N	20	69157	22	840569
19745	the	D	ritual	N	5	69172	18	840573
19746	the	D	river	N	51	69126	25	840566
19747	the	D	river	Y	6	69171	79	840512
19748	the	D	riverside	Y	5	69172	3	840588
19749	the	D	road	N	108	69069	71	840520
19750	the	D	roads	N	7	69170	44	840547
19751	the	D	roar	N	5	69172	5	840586
19752	the	D	rock	N	15	69162	27	840564
19753	the	D	rocking	N	5	69172	1	840590
19754	the	D	rocky	J	6	69171	3	840588
19755	the	D	role	N	30	69147	64	840527
19756	the	D	roles	N	5	69172	23	840568
19757	the	D	roman	Y	13	69164	26	840565
19758	the	D	roof	N	33	69144	23	840568
19759	the	D	room	N	83	69094	250	840341
19760	the	D	root	N	8	69169	17	840574
19761	the	D	roots	N	5	69172	13	840578
19762	the	D	rough	J	9	69168	27	840564
19763	the	D	route	N	9	69168	21	840570
19764	the	D	royal	J	8	69169	18	840573
19765	the	D	royal	Y	11	69166	10	840581
19766	the	D	rug	N	5	69172	8	840583
19767	the	D	ruins	N	5	69172	2	840589
19768	the	D	rule	N	11	69166	49	840542
19769	the	D	rules	N	15	69162	53	840538
19770	the	D	rules	Y	7	69170	2	840589
19771	the	D	ruling	G	5	69172	6	840585
19772	the	D	run	N	6	69171	43	840548
19773	the	D	running	G	7	69170	84	840507
19774	the	D	rupee	N	6	69171	0	840591
19775	the	D	rupees	N	7	69170	6	840585
19776	the	D	rural	J	8	69169	35	840556
19777	the	D	russian	Y	18	69159	41	840550
19778	the	D	russians	N	5	69172	0	840591
19779	the	D	russians	Y	20	69157	7	840584
