author_sex	past_tense	perfect_aspect	present_tense	place_adv	time_adv	pron_1st	pron_2nd	pron_3d	it	nominal	gerund	passives	there	that_compl	wh	inf	that_subj	that_obj	wh_subj	wh_obj	because	prep	adv	downtoners	hedges	discourse_part	modal	contract	phrase_coord	type_token	word_length
HRK	male	3.736	2.632	57.469	0.828	2.102	3.269	0.106	5.159	7.706	47.936	10.275	1.741	3.376	3.121	0.234	15.158	1.359	1.125	2.908	0.318	1.444	99.524	37.725	1.529	0.042	0.064	23.968	0.106	9.405	0.063	5.021
HRL	male	14.3	2.316	65.257	6.344	3.021	11.279	2.719	26.284	4.028	6.143	13.595	0.403	0.906	0.101	0.302	4.834	0.302	0.101	0.705	0.101	0.403	103.021	37.563	1.41	0.302	0.504	2.719	2.115	7.15	0.307	4.63
HRM	male	13.766	5.036	53.722	1.961	5.758	7.1	0.805	17.192	5.923	36.448	12.28	2.209	1.734	4.087	0.64	10.175	0.33	1.094	2.332	0.846	0.186	115.906	54.775	1.713	0.227	0.165	7.12	0.537	17.419	0.08	5.201
HSA	female	63.881	4.982	36.453	3.634	5.685	17.054	9.904	32.644	10.491	9.787	8.322	0.879	3.341	1.524	0.469	16.175	0.586	0.352	2.286	0.234	0.703	89.082	50.988	1.231	0.527	1.289	12.542	11.194	8.146	0.156	4.286
HSD	male	3.328	1.685	71.566	2.41	1.259	6.378	0.235	3.136	5.375	38.097	6.57	2.944	1.515	2.73	0.384	7.21	0.683	0.213	1.301	0.192	0.555	121.928	35.73	1.515	0.235	0	11.156	0.149	8.724	0.075	4.896
HSE	male	3.63	3.63	49.632	0.678	2.035	0.034	0	5.055	6.208	49.937	12.722	2.171	1.289	2.782	0.339	17.539	0.339	0.645	4.071	0.339	0.984	121.349	31.855	1.323	0.204	0	22.085	0.034	16.08	0.085	5.141
HSL	female	19.261	7.27	54.539	2.573	2.752	18.187	2.662	14.72	7.091	30.133	12.997	1.096	2.394	5.011	0.425	15.57	1.387	1.521	3.512	0.559	1.297	113.373	42.884	1.387	0.582	0.224	7.069	5.033	10.402	0.122	4.853
HTD	male	1.886	2.121	43.827	1.886	0.96	0.337	1.364	2.29	1.818	51.791	6.92	1.246	1.734	0.438	0.034	6.836	0.135	0.101	1.701	0.236	0.101	115.03	19.565	0.69	0.034	0.017	5.623	0.034	20.76	0.085	5.626
HTE	male	1.577	2.342	50.66	2.214	1.705	1.482	3.043	5.385	2.979	42.36	8.571	1.498	2.422	1.115	0.159	10.801	0.446	0.239	2.74	0.366	0.366	127.909	28.692	1.131	0.127	0	9.287	0.032	17.827	0.072	5.348
HTF	male	11.982	5.209	44.671	1.415	1.286	0.45	0.021	6.602	6.023	53.481	9.539	1.65	1.586	4.008	0.386	13.419	1.265	1.393	2.486	1.093	0.943	130.841	35.411	1.479	0.15	0	9.324	0.043	14.983	0.087	5.554
HTG	female	51.213	10.177	48.97	2.717	4.797	33.376	18.111	27.376	10.286	8.791	8.481	0.584	2.152	2.845	0.802	13.934	0.675	0.857	0.894	0.347	0.766	73.19	71.056	1.605	0.693	2.973	12.803	26.081	4.468	0.088	4.275
HTH	male	72.619	8.473	43.148	7.161	3.937	22.932	12.203	31.06	19.755	2.993	9.808	0.391	5.019	1.289	0.737	11.881	0.898	0.322	0.599	0.115	0.875	65.297	74.507	1.566	0.783	2.832	12.249	26.962	3.684	0.062	4.06
HTJ	male	70.11	14.74	23.232	5.605	3.571	10.422	6	39.259	9.322	9.758	9.82	0.457	2.99	3.28	0.353	13.599	1.266	0.872	1.038	0.27	0.228	93.819	52.733	1.536	0.332	0.602	10.422	9.384	5.896	0.101	4.357
HTK	male	48.855	6.627	9.38	1.488	3.324	2.304	0.224	7.973	8.36	49.324	11.745	0.673	2.895	4.608	0.143	15.741	0.877	1.835	1.713	0.489	0.265	134.066	32.094	1.509	0.367	0.061	8.136	0.224	11.031	0.072	5.128
HTL	male	71.617	11.351	31.1	4.568	4.169	46.86	10.633	31.38	13.326	5.267	10.952	0.379	2.514	1.896	0.838	13.086	0.18	0.379	1.696	0.319	0.818	76.564	67.806	1.556	1.656	1.456	9.995	23.759	3.132	0.09	4.061
HTM	male	83.165	10.753	19.683	7.896	5.466	14.644	8.233	56.08	10.685	5.511	13.745	0.382	2.452	2.137	0.427	10.033	1.485	0.472	1.215	0.382	0.36	95.694	50.187	2.497	0.675	0.855	8.233	4.409	6.591	0.078	4.322
HTN	female	66.449	7.008	31.775	6.894	3.926	19.859	14.244	46.818	9.975	4.68	15.134	0.388	1.392	1.643	0.753	12.395	0.639	0.525	0.913	0.183	0.32	85.669	60.103	1.507	0.571	0.936	9.884	16.755	6.597	0.089	4.181
HTP	male	16.672	7.259	48.985	1.897	6.486	11.895	0.117	13.721	9.811	32.173	8.242	1.171	1.171	6.135	0.632	12.597	0.351	1.499	4.824	2.107	2.154	123.563	61.793	2.857	0.492	0.539	12.223	0.047	10.326	0.096	5.116
HTR	female	77.761	13.04	27.399	3.442	4.512	18.164	9.942	58.297	12.925	8.298	12.313	0.363	2.218	3.002	0.956	15.277	0.325	0.88	1.128	0.382	0.287	88.794	60.152	1.797	0.344	0.918	10.822	18.814	1.816	0.076	4.282
HTS	male	71.654	11.923	33.824	4.951	4.535	20.446	15.249	57.444	14.947	6.784	9.335	0.34	2.23	1.247	0.283	10.601	0.605	0.831	0.397	0.132	0.756	70.936	60.713	2.06	1.398	1.228	12.415	23.223	4.384	0.084	4.141
HTT	male	64.673	14.845	32.416	4.995	5.512	20.536	12.218	36.177	13.472	9.95	12.139	0.577	2.686	3.641	0.856	15.004	0.577	0.736	1.552	0.876	0.557	85.448	69.886	2.328	0.836	1.194	10.169	16.337	5.293	0.097	4.348
HTU	male	52.988	4.962	52.159	3.867	4.45	36.567	22.548	21.188	12.413	6.904	8.122	0.406	1.872	1.73	0.83	8.422	0.283	0.353	0.441	0.088	0.406	63.106	63.018	1.342	0.3	2.084	8.881	23.395	3.408	0.084	4.071
HTW	male	61.851	6.779	37.615	4.098	5.605	28.489	15.684	28.821	10.434	7.554	7.045	0.332	2.614	1.994	0.354	9.57	0.62	0.399	1.373	0.155	0.487	79.684	57.11	2.016	0.443	1.285	11.298	18.918	3.478	0.079	4.263
HTX	male	66.353	10.613	40.07	3.802	4.393	16.002	12.458	40.735	15.467	9.228	6.848	0.553	4.448	2.768	0.351	14.193	0.332	0.609	1.44	0.406	1.089	71.041	62.237	2.326	0.683	1.347	15.208	15.91	3.045	0.065	4.195
HTY	male	91.109	13.554	20.917	6.354	3.57	12.042	5.648	49.074	9.016	9.359	14.22	0.746	3.53	2.985	0.787	14.563	0.262	0.524	1.19	0.182	0.202	78.16	46.291	1.291	0.202	0.383	10.105	10.751	5.95	0.08	4.434
HU0	male	76.425	7.03	25.844	6.169	5.39	45.662	8.157	33.386	4.857	5.349	10.534	0.594	1.414	0.861	0.553	9.141	0.041	0.266	2.562	0.348	0.615	82.963	52.282	1.127	0.082	1.64	9.387	3.628	7.44	0.091	4.373
HUA	male	81.017	5.649	34.025	5.842	4.173	23.946	10.4	48.726	15.279	5.2	11.62	0.193	2.054	0.899	0.578	10.207	1.22	0.321	0.064	0.064	0.128	76.138	59.254	1.348	0.963	0.385	9.18	19.388	4.109	0.137	4.103
HUB	male	10.588	5.4	79.393	2.278	3.754	10.124	1.856	42.143	8.268	22.063	7.846	1.265	2.109	3.839	0.464	14.554	1.898	2.742	2.278	1.181	1.392	104.282	49.947	2.447	0.337	0.337	8.689	2.067	9.239	0.13	4.493
HW8	male	70.439	10.804	33.658	5.402	4.08	47.049	11.456	29.712	11.992	4.636	11.245	0.555	2.816	1.609	0.92	12.509	0.268	0.441	1.36	0.268	0.785	77.163	69.941	1.973	1.552	1.628	10.843	23.965	3.467	0.09	4.044
HWA	male	69.913	12.626	33.073	3.882	4.843	17.988	11.396	45.757	12.203	8.667	7.822	0.519	2.863	2.229	0.461	12.165	0.922	1.422	0.999	0.173	0.384	78.234	55.538	2.537	1.019	0.961	12.376	13.414	5.342	0.097	4.345
HWB	female	31.879	4.427	40.881	7.075	6.926	0.318	0	5.783	7.795	17.157	5.465	3.495	2.817	0.615	0.042	3.749	0.021	0.381	3.071	0.381	0.318	124.02	46.134	2.266	0.36	0.445	1.377	0.021	14.87	0.085	4.825
HWC	male	67.789	8.364	30.121	5.932	5.219	63.261	7.798	20.542	12.22	4.318	19.892	0.21	1.446	2.452	0.587	13.122	0.356	0.629	0.608	0.189	1.132	84.013	74.916	2.306	1.153	1.174	10.041	16.308	7.714	0.089	4.062
HWD	male	53.236	7.801	15.286	4.153	5.018	1.94	0	15.307	3.711	20.346	4.934	1.603	0.316	3.605	0.443	8.075	2.846	0.949	3.163	0.422	0.358	127.514	48.176	3.584	0.464	0.105	4.723	0.042	9.888	0.108	4.91
HWE	female	52.921	12.496	53.598	3.036	8.331	31.768	24.917	61.076	13.4	4.115	12.521	0.477	2.258	2.083	0.652	11.769	0.602	1.004	0.527	0.151	1.43	66.396	66.847	2.183	0.427	4.065	16.887	35.13	3.513	0.063	3.857
HWG	male	44.79	8.012	20.455	3.742	5.303	0.849	0.069	11.754	8.816	24.174	5.877	1.813	5.234	5.831	0.62	12.328	0.138	0.849	2.709	0.643	1.194	130.467	49.657	2.456	0.367	0.023	9.711	0.207	6.107	0.102	4.837
HWK	male	53.257	11.584	16.724	5.735	4.067	0.571	0.137	27.394	6.397	25.063	6.009	2.147	1.988	4.616	0.206	13.594	0.046	1.942	2.262	0.937	0.48	127.922	45.078	2.742	0.366	0.023	7.198	0.297	5.643	0.082	4.837
HWL	male	68.226	9.668	35.888	5.217	3.765	41.752	10.943	29.593	12.845	5.726	10.237	0.432	2.804	1.706	0.922	12.316	0.196	0.294	1.51	0.333	0.588	79.463	63.932	1.902	1.667	1.137	10.55	22.807	3.589	0.088	4.114
HWM	male	58.489	15.474	27.986	4.553	7.367	18.731	12.327	34.964	9.884	8.755	8.866	0.593	1.943	2.776	0.648	11.624	0.944	0.814	1.536	0.463	0.407	80.256	75.573	3.295	1.24	1.518	10.384	17.121	3.369	0.09	4.344
HWN	male	61.259	5.446	38.038	4.685	4.809	19.379	12.782	28.688	11.94	7.213	6.966	0.514	2.076	2.486	0.37	8.693	0.308	0.432	1.027	0.164	0.226	73.384	58.999	1.212	0.329	1.192	9.597	12.638	4.192	0.101	4.354
HWP	male	68.627	10.787	29.52	3.723	3.642	21.835	11.648	48.173	10.647	9.326	8.586	0.54	3.262	3.302	0.5	11.648	0.4	0.5	1.641	0.44	0.741	84.998	53.556	1.701	0.62	1.301	11.548	13.429	4.683	0.088	4.243
HX9	male	16.994	2.587	43.45	2.768	2.882	7.192	0.25	3.199	4.969	33.625	12.343	1.543	2.155	3.902	0.953	14.249	1.293	0.839	2.201	0.34	1.203	112.833	48.895	2.541	0.25	0	17.426	0.182	6.33	0.067	5.087
HXC	male	45.865	9.22	19.744	4.008	2.902	2.093	0.474	17.71	6.555	24.245	11.649	1.362	2.073	4.048	0.276	11.649	0.375	1.106	2.962	0.513	0.415	130.368	49.221	3.613	0.474	0.059	7.226	0.099	8.924	0.105	4.886
HXD	male	15.558	5.816	45.25	1.546	2.237	0.305	0.346	7.932	9.335	36.688	12.548	1.546	3.681	5.654	0.163	15.66	0.264	1.566	3.498	0.305	2.095	113.176	32.336	1.424	0.102	0.041	19.97	0.102	11.43	0.071	4.905
HXE	male	34.135	6.618	44.099	2.337	1.533	0.336	0.243	17.105	9.197	25.573	11.31	0.841	4.711	9.273	0.28	15.142	0.093	1.925	1.608	0.523	2.225	94.199	31.63	1.701	0.019	0.056	12.974	0.093	6.356	0.072	4.507
HXF	male	9.022	4.422	39.156	2.051	2.928	1.713	0.996	10.715	6.533	32.544	16.65	1.454	2.49	2.59	0.876	18.981	1.454	0.697	2.49	0.458	0.359	108.028	45.51	1.056	0.179	0.06	28.322	0.219	14.938	0.073	4.977
HXG	male	13.854	5.091	59.147	3.128	1.788	8.2	1.457	12.144	7.675	27.222	11.406	1.244	1.341	4.663	0.719	14.573	0.622	1.399	2.526	0.836	0.661	112.931	48.421	2.584	0.369	0.039	12.261	1.632	3.692	0.079	4.628
HXH	male	4.505	4.601	68.98	2.109	2.607	5.502	31.729	5.234	9.413	30.081	14.34	1.093	1.917	3.873	1.246	16.775	0.326	1.016	3.125	1.016	1.534	103.317	52.166	1.898	0.498	0.153	16.392	1.61	10.104	0.067	4.77
HXJ	male	9.497	8.182	50.994	1.753	1.607	0.877	0	2.338	5.552	36.528	9.059	1.607	2.484	2.484	0.146	10.959	0.292	1.023	2.776	0.292	1.023	148.743	34.044	1.315	0.292	0	11.835	0	9.059	0.148	4.891
HXK	male	11.647	3.744	42.741	1.352	0.52	0.104	0	2.08	3.536	44.925	15.079	2.288	3.744	6.344	0.208	18.927	0	1.144	2.808	0.416	0.832	137.063	27.038	0.936	0	0.104	15.287	0	11.231	0.135	4.99
HXL	male	12.696	4.761	37.93	1.428	1.746	0.159	0	4.602	8.253	53.642	6.983	1.428	3.333	5.396	0	13.014	1.587	2.063	2.698	0.159	0.317	117.442	33.804	1.428	0	0	19.203	0	4.92	0.156	5.258
HXM	male	23.814	3.342	37.602	2.507	2.716	0	0	2.298	7.311	37.393	7.729	2.507	2.925	3.551	0	15.459	0.418	0.836	3.342	0.418	1.671	141.216	36.348	2.716	0.627	0.209	10.027	0	5.222	0.19	5.037
HXN	male	5.91	7.827	58.941	1.438	3.035	2.556	0	4.792	9.105	48.079	11.341	2.237	5.431	5.75	0.319	20.286	1.677	1.438	2.636	0.479	1.038	121.636	51.034	1.757	0.319	0.16	13.098	0	10.782	0.141	5.164
HXP	male	11.526	7.684	31.107	1.735	2.355	0.744	0	4.09	5.577	68.162	12.269	1.859	1.115	1.239	0	12.021	0.868	0.124	0.744	0.124	0	128.517	35.816	0.991	0	0	11.154	0.124	12.765	0.174	5.406
HXS	male	6.141	3.828	54.694	2.233	3.031	7.398	1.595	21.435	5.344	19.76	9.312	2.014	1.456	3.569	0.379	11.884	2.094	2.074	1.715	0.459	0.199	114.173	48.193	1.376	0.08	0.06	9.45	0.319	9.372	0.106	4.684
HXT	female	22.502	6.092	38.501	1.561	2.515	1.214	0.477	8.65	3.642	48.69	14.59	1.56	1.799	3.317	0.195	14.633	0.347	1.106	3.469	0.499	0.369	122.439	40.712	1.864	0.282	0.043	8.215	0.694	17.278	0.097	5.336
HXU	male	58.84	9.532	6.773	3.335	5.003	1.112	0.103	32.22	7.309	33.744	7.823	1.05	1.276	4.076	0.144	17.562	1.029	3.726	1.379	0.432	0.947	119.452	44.717	1.832	0.329	0.206	7.824	0.124	6.197	0.097	4.943
HXV	male	34.567	8.7	37.263	0.906	0.885	0.126	0.105	13.46	6.572	28.479	7.057	1.222	3.054	7.31	0.063	17.231	0.379	1.622	2.738	0.463	0.463	109.304	26.141	1.453	0.232	0	21.044	0.105	5.098	0.073	4.618
HXW	female	22.141	5.501	36.331	1.983	2.43	3.791	0.467	11.819	8.009	32.501	9.389	1.224	2.877	4.801	0.156	15.745	0.33	1.633	2.352	0.952	0.739	125.457	35.067	2.022	0	0.136	12.576	0.33	10.03	0.088	4.653
HXX	male	43.132	11.87	29.029	2.938	6.915	0.96	0	26.346	8.227	18.001	6.817	2.273	1.704	8.07	0.372	12.615	0.137	1.626	2.664	0.94	0.725	124.579	53.083	2.527	0.94	0.196	11.694	0.353	7.404	0.088	4.783
HY0	male	46.49	8.93	24.204	2.232	6.384	1.39	0	28.983	5.679	21.091	6.599	2.076	2.859	5.014	0.098	14.256	0.117	1.214	2.487	0.744	0.94	135.533	43.866	1.762	0.274	0.078	7.441	0.039	5.444	0.08	4.897
HY1	male	15.058	6.629	44.133	3.694	4.072	0.095	0	5.966	6.629	40.345	8.713	1.894	2.273	2.463	0.095	14.49	0.474	1.326	1.894	0.284	0.095	142.438	45.459	2.273	0.379	0	10.323	0	7.766	0.135	4.904
HY2	male	14.491	7.316	48.678	2.462	2.884	0.914	0	5.487	7.316	45.864	10.27	1.266	0.774	1.618	0	14.35	1.125	0.844	2.532	0.281	0.211	116.348	40.096	2.392	0.281	0.07	8.582	0.141	9.707	0.126	5.058
HY3	male	9.205	9.205	45.292	2.118	2.362	0	0	3.829	3.258	47.328	11.241	0.977	2.118	3.584	0	16.129	0.652	0.489	1.14	0.163	0.57	128.462	40.893	2.281	0.081	0	10.508	0	8.635	0.141	5.261
HY4	male	14.087	4.696	37.566	3.005	4.696	0.845	0	4.226	4.884	29.677	10.143	2.254	1.878	1.503	0	12.021	0.094	0.376	1.597	0.751	0.47	137.491	42.919	1.315	0.282	0	10.988	0	4.696	0.131	4.789
HY5	male	52.177	5.268	6.249	3.105	6.95	0.961	0.18	14.361	6.349	26.339	5.148	2.164	2.183	2.584	0.04	13.38	0.06	0.961	3.085	1.262	0.361	138.465	66.959	3.886	0.981	0.26	5.488	0.14	11.477	0.094	5.041
HY6	female	17.297	2.18	53.31	1.28	1.94	3.639	0.34	24.836	8.438	35.054	9.418	1.78	1.2	4.059	0.24	11.718	0.92	2.14	6.119	1.4	0.72	147.853	37.333	1.42	0.16	0.06	6.859	0.14	9.398	0.098	4.774
HY7	male	63.932	10.214	6.893	2.522	2.732	0.652	0.378	25.724	5.569	32.701	10.592	0.778	0.357	5.023	0.231	20.449	0.378	1.597	3.783	1.324	1.198	126.75	40.625	3.363	0.336	0.084	6.747	0.294	4.96	0.098	5.037
HY8	male	52.934	5.348	6.098	4.457	4.963	1.479	0.041	16.976	5.611	28.868	4.355	2.533	2.006	7.353	0.203	20.116	0.142	2.35	1.945	0.709	0.284	125.864	52.874	2.188	0.324	0.101	12.438	0.182	8.63	0.088	5.069
HY9	male	51.713	7.494	12.835	2.015	3.444	3.874	0.176	16.435	5.302	30.308	9.196	1.526	2.583	6.633	0.567	17.531	0.646	1.8	3.052	0.567	0.646	129.351	42.634	1.976	0.157	0.137	7.356	0.489	8.472	0.087	4.96
HYA	male	5.027	5.923	74.172	2.502	2.525	16.896	9.251	16.666	11.639	17.952	17.86	0.941	2.525	3.351	1.263	24.403	0.574	1.056	3.007	0.918	0.895	94.442	52.478	0.826	0.689	0.069	18.25	10.216	7.713	0.069	4.494
HYB	female	8.925	5.351	65.612	2.152	2.093	9.951	1.501	11.886	13.012	29.4	12.38	1.54	2.508	4.699	0.533	19.587	0.296	1.106	3.969	1.599	1.698	115.547	55.621	1.639	0.652	0.039	14.493	1.106	10.998	0.087	4.812
J0P	male	46.979	3.7	11.184	3.256	3.066	2.685	0.211	14.06	7.907	26.428	7.062	1.586	1.565	2.453	0.254	10.529	0.085	0.55	3.087	1.078	1.142	120.618	65.605	3.658	0.782	0.127	6.406	0.233	13.214	0.117	5.127
J0R	male	18.464	3.832	51.211	6.967	2.264	18.638	2.787	23.689	3.658	9.232	13.761	0.348	0.523	0	0.174	9.754	0.523	0.174	0.174	0	0.348	113.221	39.889	1.916	0.697	0.523	4.529	1.393	8.709	0.355	4.728
J0T	male	6.383	5.59	52.282	6.647	3.191	1.26	0.02	3.761	5.122	37.605	8.456	2.175	1.545	2.947	0.102	7.521	0.732	0.529	2.724	0.244	0.894	135.664	47.789	1.728	0.325	0.02	9.961	0	10.225	0.082	5.221
J0U	male	17.219	5.291	41.228	2.116	3.307	2.557	0.022	8.444	5.49	45.99	8.113	1.984	1.852	4.344	0.265	14.066	0.375	2.072	4.52	1.301	0.176	131.399	45.042	2.271	0.507	0.066	14.903	0.088	5.864	0.08	5.072
J0W	male	83.171	7.522	18.213	2.566	4.509	15.316	3.712	52.558	10.924	8.494	9.757	0.739	3.032	3.966	0.466	13.995	1.633	1.885	2.313	0.797	1.03	90.285	66.242	1.769	0.544	0.292	10.943	9.038	4.276	0.086	4.274
J0X	male	22.839	6.09	68.049	4.685	3.748	36.308	4.216	27.993	7.964	8.784	14.406	0	1.64	0.468	0.82	13.235	1.64	0.234	0.468	0.117	0.586	89.717	52.003	2.108	0.234	0.468	9.956	19.208	7.027	0.265	4.314
J0Y	male	23.291	2.564	59.615	7.051	1.923	18.803	1.709	29.274	6.624	7.265	11.966	0.427	0.855	0.427	0	8.761	0.214	0	0.214	0	0	111.752	39.103	1.282	0.427	0	4.486	3.846	5.342	0.338	4.471
J10	male	71.74	10.973	39.782	4.09	3.717	22.301	14.476	36.99	16.823	7.54	7.22	0.427	2.917	2.649	0.391	12.751	0.231	0.462	0.658	0.16	0.658	62.883	67.08	1.618	0.587	2.472	11.951	15.739	2.703	0.061	4.122
J13	male	19.874	6.474	96.642	7.622	4.649	47.578	19.253	40.257	12.93	4.479	8.958	0.282	1.581	2.447	0.997	10.521	0.245	0.565	0.489	0.094	0.753	66.135	57.082	1.11	0.828	1.129	12.421	20.928	2.353	0.072	3.955
J14	female	20.343	8.085	36.666	1.406	3.361	0.945	0.066	17.927	4.745	32.184	12.412	1.318	1.801	5.25	0.352	17.202	0.615	1.406	4.064	0.352	0.813	115.49	48.595	1.823	0.198	0	15.818	0.417	12.259	0.078	5.263
J16	male	22.001	5.054	37.279	1.576	2.133	0.927	0	6.445	7.094	56.498	12.125	1.53	3.733	4.567	0.139	16.391	0.487	1.321	3.13	0.811	0.51	124.473	39.482	2.388	0.116	0.023	13.284	0.046	8.022	0.082	5.095
J17	male	20.842	9.49	69.35	5.921	5.784	51.449	6.549	22.744	12.47	15.627	12.882	0.608	2	2.981	0.549	13.156	0.823	1	1.098	0.373	1.353	99.192	68.174	1.882	0.569	1.863	9.745	12.47	5.549	0.085	4.339
J19	female	66.433	13.042	27.647	3.205	5.089	19.473	11.6	54.352	11.019	7.433	11.079	0.521	1.442	2.464	0.942	15.406	1.122	0.521	0.942	0.12	0.881	78.634	72.443	1.903	0.441	0.621	15.307	14.605	4.928	0.074	4.282
J1L	male	16.314	7.385	58.532	3.197	4.74	39.572	3.858	9.48	9.149	21.825	12.015	1.102	2.756	5.181	0.772	19.18	3.307	1.543	0.661	0.11	0.331	105.6	45.525	1.213	0.331	0.661	18.298	6.063	11.133	0.157	4.531
J2F	female	83.275	12.013	28.925	3.499	6.181	46.419	9.68	51.201	10.38	3.965	11.197	0.583	2.333	1.516	0.467	12.829	0.7	0.233	1.283	0.583	0.583	74.644	71.145	1.516	0.7	1.166	11.312	15.512	4.899	0.171	4.091
J2G	male	81.039	7.176	31.511	4.056	6.474	34.319	16.223	41.182	13.181	4.992	14.195	0.156	2.496	1.248	1.014	13.415	0.702	0.39	1.014	0.468	0.936	68.793	74.877	2.106	3.51	1.716	13.416	17.939	4.134	0.087	3.99
J2H	male	6.743	5.852	57.125	3.181	2.545	4.453	0	2.163	2.926	45.42	7.506	1.909	1.908	3.435	0	6.87	0.254	1.145	1.145	0.254	1.272	108.27	48.601	1.908	0	0	10.433	0	4.198	0.183	5.158
J2J	male	4.298	3.287	62.705	5.942	3.413	13.654	0.126	4.804	6.574	23.767	7.712	1.643	3.919	5.057	0.759	8.344	2.023	1.517	4.551	0.253	1.264	120.228	54.362	4.046	0.759	0	12.769	0	4.425	0.133	4.726
J2K	male	5.745	2.885	59.605	2.837	3.617	10.923	1.891	5.627	7.022	29.223	7.306	1.821	3.452	5.58	0.662	13.169	3.121	1.655	0.567	0.355	0.662	110.415	59.345	2.79	0.378	0.567	17.898	2.341	8.583	0.08	4.93
J2L	male	5.412	2.83	46.152	6.311	2.964	0.808	0	3.773	5.188	27.691	4.042	1.392	1.931	1.842	0.09	6.266	0	0.314	3.84	0.584	0.225	116.289	45.59	2.762	0.696	0.112	6.063	0.067	6.198	0.073	4.957
J2N	male	15.774	8.394	44.356	3.256	2.388	0.651	0	4.703	4.486	37.627	11.577	1.519	1.013	7.453	0.145	18.162	0.434	0.434	2.388	0.289	0.868	112.518	31.476	2.098	0.217	0.145	14.038	0.145	10.709	0.188	5.178
J2P	male	16.063	13.779	49.33	4.263	2.588	1.066	0	4.491	4.035	36.921	12.333	1.904	1.599	7.537	0.381	16.063	0.99	1.446	1.979	0.305	0.761	108.252	34.333	1.903	0.381	0.076	11.419	0.685	8.526	0.194	5.156
J2R	male	15.448	11.498	43.042	3.597	2.712	0.531	0	4.245	3.538	35.908	11.733	1.12	0.943	6.309	0.059	16.215	0.354	1.179	2.3	0.236	0.118	115.271	27.005	1.592	0.177	0	9.964	0.177	8.019	0.183	5.2
J2S	male	15.157	13.833	42.087	3.311	2.87	0.368	0.147	5.518	4.047	38.702	13.097	1.324	0.662	6.696	0.221	15.231	0.662	0.736	2.207	0.221	0.221	120.521	29.358	1.251	0.294	0.074	10.89	0.074	9.492	0.197	5.198
J2T	male	15.067	12.274	42.278	2.598	2.533	0.325	0	4.156	3.897	38.252	10.196	1.559	0.195	7.143	0.065	13.508	0.455	1.624	2.013	0.13	0.065	116.509	28.9	1.429	0.13	0	10.91	0.195	9.547	0.193	5.25
J2U	male	14.396	12.471	44.042	3.635	2.922	0.285	0	4.133	3.777	36.631	11.83	0.784	0.998	6.699	0.071	17.674	0.428	0.998	1.995	0.356	0.356	123.361	29.86	1.497	0.214	0.143	9.692	0.071	7.34	0.192	5.135
J2V	male	15.489	13.38	42.447	2.505	1.977	0.527	0.198	4.482	4.152	36.646	13.512	1.055	0.527	6.986	0.066	17.335	0.198	0.989	2.505	0.066	0.066	118.64	27.023	1.252	0.066	0.066	10.414	0.395	8.173	0.191	5.151
J2W	male	19.269	8.411	36.719	4.519	2.636	0.942	0	5.775	4.833	38.099	14.06	1.381	0.879	8.348	0	17.449	0.188	1.506	2.071	0.251	0.314	114.549	28.935	1.444	0.188	0	11.36	0.377	8.474	0.184	5.148
J2X	male	14.066	15.357	41.18	5.844	2.582	0.476	0.544	5.232	4.689	37.918	11.96	1.223	0.612	7.135	0.136	18.687	0.544	0.612	1.971	0.476	0.408	116.064	25.55	1.291	0.068	0	11.62	0.204	9.581	0.19	5.166
J2Y	male	17.937	12.812	39.944	3.969	2.06	1.306	0	5.326	4.773	36.678	13.164	1.307	0.703	6.682	0.05	15.174	0.452	1.005	1.457	0.402	0.804	117.52	28.086	1.658	0.151	0.05	9.396	0.151	10.149	0.164	5.19
J30	male	15.729	12.064	43.827	4.123	2.214	0.764	0.153	4.658	5.65	39.856	11.682	1.374	1.069	7.864	0.076	18.019	0.305	0.84	1.832	0.153	0.305	114.225	26.571	0.84	0.076	0.076	9.926	0.458	7.941	0.19	5.207
J31	male	17.709	14.841	39.934	2.653	3.011	0.574	0	4.588	3.728	40.221	11.399	1.793	0.717	6.811	0.143	16.777	0.502	0.86	1.649	0.072	0.502	117.149	27.603	1.219	0.072	0.215	7.17	0	8.603	0.189	5.174
J32	male	12.978	11.755	41.449	3.805	1.495	0.476	0	3.805	4.417	39.75	12.231	1.087	0.612	5.776	0	17.123	0.272	0.408	1.971	0.34	0.679	116.804	25.617	1.087	0.136	0.204	9.513	0.476	9.853	0.181	5.209
J33	male	17.183	10.229	44.126	3.543	2.273	0.802	0.267	4.613	5.75	37.441	11.767	1.07	0.602	6.619	0.067	15.311	0.468	1.404	2.073	0	0.267	113.993	29.685	1.404	0	0.067	7.956	0.201	8.424	0.182	5.216
J34	male	15.362	8.641	38.338	3.361	1.715	0.549	0	4.938	5.007	42.041	13.099	0.892	0.754	6.378	0.069	14.951	0.206	1.234	1.715	0.411	0.206	115.013	25.581	1.097	0.069	0	11.59	0.206	8.504	0.184	5.312
J35	male	15.93	10.817	37.367	3.474	2.753	0.656	0.066	4.523	3.802	38.547	12.194	1.115	0.852	5.966	0.066	14.029	0.393	0.787	1.442	0.262	0.524	118.199	28.124	1.442	0.066	0.066	8.981	0.262	8.26	0.184	5.162
J36	male	16.818	11.014	39.375	3.562	4.155	0.857	0	5.672	3.364	37.528	11.872	1.253	0.66	6.068	0	14.774	0.528	1.319	1.583	0.132	0.33	119.509	27.305	1.055	0.066	0.066	9.497	0.198	8.046	0.181	5.155
