id	title	n_words	n_tokens	n_w	n_c	n_s	audience_age	audience_sex	author_age	author_domicile	author_sex	author_type	availability	circulation	context	derived_type	difficulty	domain	genre	interaction_type	medium	mode	publication_date	publication_place	region	respondent_age	respondent_class	respondent_sex	sampling_type	text_type
HLC	Keesings Contemporary Archives. Sample containing about 59368 words from a periodical (domain: world affairs)	59053	67104	59544	7560	2552	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HLD	Keesings Contemporary Archives. Sample containing about 122364 words from a periodical (domain: world affairs)	121689	141468	122821	18647	6154	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HLE	Keesings Contemporary Archives. Sample containing about 58494 words from a periodical (domain: world affairs)	58113	65754	58598	7156	2637	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HLF	Keesings Contemporary Archives. Sample containing about 59107 words from a periodical (domain: world affairs)	58774	66456	59238	7218	2669	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HLG	Keesings Contemporary Archives. Sample containing about 61084 words from a periodical (domain: world affairs)	60664	68411	61227	7184	2572	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HLH	Keesings Contemporary Archives. Sample containing about 59999 words from a periodical (domain: world affairs)	59534	67438	60084	7354	2743	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HLJ	Keesings Contemporary Archives. Sample containing about 58593 words from a periodical (domain: world affairs)	58212	65978	58743	7235	2752	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HLK	Keesings Contemporary Archives. Sample containing about 58036 words from a periodical (domain: world affairs)	57588	65377	58178	7199	2745	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HLL	Keesings Contemporary Archives. Sample containing about 57840 words from a periodical (domain: world affairs)	57493	65505	58013	7492	2499	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HLM	Keesings Contemporary Archives. Sample containing about 57493 words from a periodical (domain: world affairs)	57344	65170	57764	7406	2505	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HLN	Keesings Contemporary Archives. Sample containing about 51066 words from a periodical (domain: world affairs)	50948	57377	51363	6014	2332	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HLP	Keesings Contemporary Archives. Sample containing about 58032 words from a periodical (domain: world affairs)	57718	65482	58252	7230	2563	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HLR	Keesings Contemporary Archives. Sample containing about 61125 words from a periodical (domain: world affairs)	60741	68879	61252	7627	2657	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HLS	Keesings Contemporary Archives. Sample containing about 51574 words from a periodical (domain: world affairs)	51337	57958	51761	6197	2298	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HLT	Keesings Contemporary Archives. Sample containing about 40046 words from a periodical (domain: world affairs)	39834	45181	40170	5011	1911	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HLU	Trade Union Annual Congress. Sample containing about 13002 words speech recorded in business context	13116	14724	13205	1464	776	---	---	---	---	---	---	unclaimed	---	business	spoken_other	---	---	S:speech:scripted	monologue	---	spoken	1985-1993	---	south	---	---	---	---	spoken_context
HLW	Trade Union Annual Congress. Sample containing about 11700 words speech recorded in business context	11865	13396	11944	1409	706	---	---	---	---	---	---	unclaimed	---	business	spoken_other	---	---	S:speech:scripted	monologue	---	spoken	1985-1993	---	south	---	---	---	---	spoken_context
HLX	Trade Union Annual Congress. Sample containing about 2423 words speech recorded in business context	2436	2743	2454	270	117	---	---	---	---	---	---	unclaimed	---	business	spoken_other	---	---	S:speech:scripted	monologue	---	spoken	1985-1993	---	south	---	---	---	---	spoken_context
HLY	Trade Union Annual Congress. Sample containing about 13908 words speech recorded in business context	14009	15197	14111	950	462	---	---	---	---	---	---	unclaimed	---	business	spoken_other	---	---	S:speech:scripted	monologue	---	spoken	1985-1993	---	south	---	---	---	---	spoken_context
HM2	Camera club meeting. Sample containing about 13541 words speech recorded in leisure context	13977	16165	14177	1902	921	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:speech:unscripted	dialogue	---	spoken	1985-1993	---	south	---	---	---	---	spoken_context
HM4	London Talkback Radio: radio broadcast. Sample containing about 12145 words speech recorded in leisure context	12573	14979	12683	2243	730	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:brdcast:discussn	dialogue	---	spoken	1985-1993	---	south	---	---	---	---	spoken_context
HM5	London Talkback Radio: radio broadcast. Sample containing about 6892 words speech recorded in leisure context	7154	8746	7223	1500	417	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:brdcast:discussn	dialogue	---	spoken	1985-1993	---	south	---	---	---	---	spoken_context
HM6	Pearson: annual general meeting and extraordinary general meeting. Sample containing about 6326 words speech recorded in business context	6441	7243	6474	705	240	---	---	---	---	---	---	unclaimed	---	business	spoken_other	---	---	S:meeting	dialogue	---	spoken	1985-1993	---	south	---	---	---	---	spoken_context
HM7	Pearson interim results: meeting. Sample containing about 3750 words speech recorded in business context	3827	4128	3872	245	87	---	---	---	---	---	---	unclaimed	---	business	spoken_other	---	---	S:meeting	dialogue	---	spoken	1985-1993	---	south	---	---	---	---	spoken_context
HMA	BBC Radio Nottingham: radio broadcast. Sample containing about 15752 words speech recorded in leisure context	16298	17384	16467	858	898	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:brdcast:discussn	dialogue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
HMD	BBC Radio Nottingham: radio broadcast. Sample containing about 12637 words speech recorded in leisure context	13082	15570	13150	1949	1620	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:brdcast:discussn	dialogue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
HMG	Public Eye: documentary. Sample containing about 4349 words speech recorded in leisure context	4432	4912	4475	412	261	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:brdcast:documentary	dialogue	---	spoken	1985-1993	---	south	---	---	---	---	spoken_context
HMH	The Money Programme - part 1: documentary. Sample containing about 3610 words speech recorded in leisure context	3672	4111	3708	362	215	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:brdcast:documentary	dialogue	---	spoken	1985-1993	---	south	---	---	---	---	spoken_context
HMJ	The Money Programme - part 2: documentary. Sample containing about 1876 words speech recorded in leisure context	1908	2096	1929	146	101	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:brdcast:documentary	dialogue	---	spoken	1985-1993	---	south	---	---	---	---	spoken_context
HMK	The Money Programme - part 3: documentary. Sample containing about 556 words speech recorded in leisure context	565	617	570	47	31	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:brdcast:documentary	dialogue	---	spoken	1985-1993	---	south	---	---	---	---	spoken_context
HML	Gwynedd County Council tape 16: interview for oral history project. Sample containing about 8912 words speech recorded in leisure context	9121	10001	9207	732	626	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:interview:oral_history	dialogue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
HMM	Gwynedd County Council tape 19: interview for oral history project. Sample containing about 7138 words speech recorded in leisure context	7333	8172	7386	737	382	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:interview:oral_history	dialogue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
HMN	The Central Match - Live: television sports broadcast. Sample containing about 18641 words speech recorded in leisure context	19311	20744	19478	1197	1161	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:sportslive	dialogue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
HMP	Jonathan Cowap Morning Show: radio broadcast. Sample containing about 9039 words speech recorded in leisure context	9202	9825	9302	442	407	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:brdcast:discussn	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
HNJ	Finishing touch. Sample containing about 39294 words from a book (domain: imaginative)	40390	49662	40790	8872	3466	adult	mixed	unknown	UK	female	sole	cleared	medium	---	fiction	medium	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
HNK	The floating voter. Sample containing about 40618 words from a book (domain: imaginative)	40961	48434	41313	7121	2465	adult	mixed	60+	unknown	male	sole	cleared	medium	---	fiction	medium	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
HNL	Financial market analysis. Sample containing about 39416 words from a book (domain: commerce)	38856	44413	39371	5042	1997	adult	mixed	35-44	unknown	male	sole	cleared	medium	---	prose	high	commerce_finance	W:commerce	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
HNM	Financial investments. Sample containing about 38140 words from a book (domain: commerce)	37720	42392	38197	4195	2015	adult	male	35-44	UK	male	sole	cleared	medium	---	prose	high	commerce_finance	W:commerce	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
HNP	Idols. Sample containing about 5828 words from a book (domain: imaginative)	5858	6731	5885	846	978	adult	mixed	25-34	unknown	male	sole	cleared	high	---	fiction	high	imaginative	W:fict:poetry	---	book	written	1985-1993	UK_south	---	---	---	---	whole	written_books_periodicals
HNR	The incident book. Sample containing about 5217 words from a book (domain: imaginative)	5272	6336	5330	1006	873	adult	unknown	45-59	Commonwealth	female	sole	unclaimed	medium	---	fiction	medium	imaginative	W:fict:poetry	---	book	written	1985-1993	UK_south	---	---	---	---	whole	written_books_periodicals
HNS	The kiosk on the brink. Sample containing about 5262 words from a book (domain: imaginative)	5290	5797	5318	479	789	adult	mixed	35-44	unknown	male	sole	cleared	medium	---	fiction	high	imaginative	W:fict:poetry	---	book	written	1985-1993	UK_south	---	---	---	---	whole	written_books_periodicals
HNT	Pea soup. Sample containing about 5801 words from a book (domain: imaginative)	5787	6789	5815	974	1277	adult	mixed	25-34	unknown	male	sole	cleared	medium	---	fiction	high	imaginative	W:fict:poetry	---	book	written	1975-1984	UK_south	---	---	---	---	whole	written_books_periodicals
HNU	Plato's ladder. Sample containing about 7391 words from a book (domain: imaginative)	7383	8452	7427	1025	1482	adult	mixed	35-44	UK	male	sole	cleared	medium	---	fiction	medium	imaginative	W:fict:poetry	---	book	written	1985-1993	UK_south	---	---	---	---	whole	written_books_periodicals
HNV	R&amp;D management: managing projects &amp; new products. Sample containing about 43334 words from a book (domain: commerce)	42889	47684	43397	4287	2484	adult	mixed	unknown	unknown	male	sole	cleared	medium	---	prose	high	commerce_finance	W:commerce	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
